Date,ABBOTINDIA,ACC,ADANIPORTS,ADANITRANS,AMBUJACEM,ASIANPAINT,AUROPHARMA,AXISBANK,BAJAJ-AUTO,BAJAJFINSV,BAJAJHLDNG,BAJFINANCE,BANDHANBNK,BANKBARODA,BERGEPAINT,BHARTIARTL,BIOCON,BOSCHLTD,BPCL,BRITANNIA,CADILAHC,CIPLA,COALINDIA,COLPAL,CONCOR,DABUR,DIVISLAB,DLF,DMART,DRREDDY,EICHERMOT,GAIL,GICRE,GODREJCP,GRASIM,HAVELLS,HCLTECH,HDFC,HDFCAMC,HDFCBANK,HDFCLIFE,HEROMOTOCO,HINDALCO,HINDPETRO,HINDUNILVR,HINDZINC,ICICIBANK,ICICIGI,ICICIPRULI,IGL,INDIGO,INDUSINDBK,INFRATEL,INFY,IOC,ITC,JSWSTEEL,KOTAKBANK,LT,LUPIN,MARICO,MARUTI,MCDOWELL-N,MM,MOTHERSUMI,MUTHOOTFIN,NAUKRI,NESTLEIND,NHPC,NMDC,NTPC,OFSS,ONGC,PAGEIND,PEL,PETRONET,PFC,PGHH,PIDILITIND,PNB,POWERGRID,RELIANCE,SBICARD,SBILIFE,SBIN,SHREECEM,SIEMENS,SRTRANSFIN,SUNPHARMA,TATAMOTORS,TATASTEEL,TCS,TECHM,TITAN,TORNTPHARM,UBL,ULTRACEMCO,UPL,WIPRO,ZEEL
2010-01-04,,913.6,556.75,,106.1,1788.65,926.95,992.1,1732.05,359.45,645.4,343.1,,515.7,60.45,325.2,279.35,4759.4,650.75,1668.55,663.65,337.55,,686.55,1284.25,161.4,670.85,364.6,,1142.15,675.65,415.05,,271.05,2544.1,533.8,371.1,2674.35,,1705.7,,1712.95,163.5,399.75,264.7,1208.6,879.7,,,198.85,,142.85,,2612.6,314.65,253.65,1022.95,822.9,1691.4,1459.7,101.8,1551.45,1317.8,1129.85,142.4,,874.8,,35.3,427.35,231.85,2376.9,1187.45,863.25,368.2,72.95,255.5,1719.2,193.75,925.5,112.4,1075.5,,,2291.2,1962.45,584.9,476.7,1507.35,826.45,633.75,751.65,1023.0,1421.5,390.45,167.5,966.1,174.35,693.8,252.5
2010-01-05,,901.75,575.95,,105.3,1794.3,916.25,1012.8,1740.05,360.25,650.35,340.8,,530.6,60.55,330.35,278.8,4705.55,640.95,1671.05,680.75,331.5,,685.45,1269.1,165.3,669.8,369.45,,1177.45,653.1,418.7,,271.45,2628.15,535.75,379.45,2683.45,,1707.2,,1717.4,175.2,400.0,263.85,1241.5,888.05,,,200.45,,142.7,,2621.35,315.85,256.15,1134.9,831.05,1694.4,1438.4,103.3,1515.85,1334.65,1150.65,144.75,,890.15,,35.6,425.85,229.3,2351.7,1208.25,865.0,370.25,74.6,261.1,1737.05,195.3,939.8,112.75,1070.7,,,2292.05,2045.1,587.7,479.95,1552.65,812.05,649.1,751.85,1036.1,1450.65,389.5,171.75,986.1,182.9,704.75,255.25
2010-01-06,,907.6,604.5,,105.95,1788.9,907.45,995.8,1713.15,351.75,641.25,345.7,,533.85,61.0,326.85,290.8,4629.4,631.3,1655.85,686.65,344.9,,687.3,1313.2,168.0,687.8,378.55,,1207.65,647.65,415.9,,264.0,2736.95,536.1,368.0,2696.35,,1708.35,,1695.4,171.05,389.9,265.35,1229.0,894.85,,,197.6,,146.1,,2583.1,315.4,256.75,1148.95,841.15,1675.65,1469.2,102.6,1461.65,1384.55,1178.25,141.75,,885.65,,36.25,427.15,228.2,2346.6,1223.5,859.85,387.1,76.5,259.7,1711.2,220.35,935.35,113.55,1088.0,,,2305.8,2119.25,593.75,472.95,1572.8,813.3,642.05,734.85,1041.2,1474.0,387.4,172.2,987.3,179.65,690.5,260.9
2010-01-07,,913.35,597.35,,105.8,1770.65,888.75,1002.85,1683.1,349.0,628.15,343.6,,537.05,61.05,329.4,290.15,4704.45,619.05,1649.05,687.1,342.05,,693.55,1275.9,164.0,709.9,374.5,,1188.95,638.6,426.35,,261.9,2674.5,539.6,360.15,2646.15,,1712.8,,1653.2,175.15,389.1,264.8,1287.95,886.4,,,196.2,,142.8,,2525.05,310.45,255.95,1124.45,850.6,1667.6,1440.65,101.6,1453.3,1364.05,1155.8,144.65,,877.5,,35.6,419.85,228.25,2323.4,1224.8,870.0,388.2,76.35,259.9,1727.8,210.35,922.5,114.55,1106.05,,,2292.9,2252.65,615.65,487.5,1548.85,785.5,649.8,714.4,1018.3,1510.65,397.35,168.85,978.35,177.95,678.25,261.05
2010-01-08,807.0,912.15,596.65,,105.9,1799.9,896.35,1015.95,1655.25,350.0,625.2,349.85,,539.2,60.9,325.05,289.1,5067.5,629.55,1652.7,691.1,341.1,,682.95,1294.1,165.15,691.95,389.9,,1194.1,647.2,428.75,,268.3,2757.3,529.6,351.75,2600.05,,1715.05,,1645.2,173.3,393.7,265.95,1262.2,873.95,,,194.85,,142.3,,2464.2,315.75,256.5,1118.05,845.35,1678.15,1439.4,101.2,1433.15,1347.25,1155.9,142.4,,861.95,2494.65,35.35,419.55,231.1,2323.8,1215.7,869.75,387.1,77.4,258.45,1707.35,207.9,923.85,114.85,1103.15,,,2286.05,2220.05,631.0,497.75,1574.95,789.8,648.45,699.8,1045.1,1496.7,391.35,167.0,990.3,176.85,668.05,257.15
2010-01-11,804.8,915.15,616.95,,106.1,1796.85,890.75,1049.4,1669.55,351.55,629.2,358.7,,546.35,63.5,328.95,291.05,5048.7,627.9,1652.3,687.2,342.3,,690.0,1295.55,166.8,688.65,399.45,,1200.15,643.15,432.4,,267.1,2812.6,532.95,355.25,2600.1,,1708.15,,1676.4,171.7,390.1,266.1,1278.9,869.4,,,198.5,,142.5,,2489.65,318.85,256.6,1142.65,848.6,1677.3,1414.4,101.1,1454.75,1360.3,1159.2,145.55,,858.8,2498.95,35.1,433.6,232.95,2295.75,1216.5,875.2,381.75,79.9,268.85,1702.35,208.45,949.8,114.9,1081.5,,,2267.2,2272.15,643.9,501.55,1574.7,790.15,648.5,714.2,1038.5,1484.6,386.4,168.4,991.55,175.55,661.4,268.1
2010-01-12,790.0,898.05,626.2,,103.4,1843.75,883.6,1049.3,1703.7,343.1,620.15,345.2,,540.5,62.45,322.25,287.9,4960.8,627.55,1666.4,677.15,339.65,,682.75,1289.1,162.25,683.35,383.95,,1209.5,615.3,427.6,,267.0,2796.5,535.75,367.85,2559.65,,1695.2,,1644.75,167.85,382.4,262.15,1300.65,842.75,,,197.7,,139.95,,2586.95,317.95,250.05,1128.0,823.05,1679.25,1405.1,102.45,1441.0,1359.75,1192.2,143.0,,857.15,2502.85,34.55,425.65,229.4,2341.15,1190.95,874.0,378.05,77.15,270.4,1692.25,204.4,926.05,113.25,1084.35,,,2203.2,2184.35,626.65,503.5,1571.8,786.3,625.55,750.05,1045.55,1480.8,384.05,168.2,984.6,168.9,693.8,270.6
2010-01-13,767.0,946.25,649.85,,108.2,1858.25,873.8,1040.3,1707.6,339.45,616.05,327.0,,537.95,62.55,318.4,298.55,4918.2,629.8,1660.35,672.65,341.85,,695.8,1299.35,162.1,696.45,387.85,,1228.25,607.7,425.5,,267.1,2831.55,530.4,377.95,2543.9,,1689.3,,1625.75,171.15,386.45,262.5,1289.95,840.65,,,198.3,,137.2,,2683.5,323.7,248.95,1141.55,813.0,1673.2,1399.05,103.4,1428.75,1325.55,1153.6,143.9,,856.8,2489.35,34.95,425.55,229.4,2397.6,1195.3,864.9,382.1,80.85,271.45,1731.2,203.35,919.75,114.95,1088.6,,,2175.9,2206.5,638.25,507.9,1547.8,784.95,639.25,788.55,1087.1,1469.3,386.7,167.9,1032.4,172.0,715.6,279.15
2010-01-14,785.1,955.1,639.2,,107.4,1881.7,908.2,1066.1,1709.2,340.15,623.8,335.75,,544.2,62.7,318.05,298.55,4892.55,625.8,1680.25,675.75,340.8,,682.45,1298.75,162.45,693.7,383.3,,1237.1,607.95,429.95,,268.85,2842.2,524.8,370.1,2524.95,,1683.8,,1621.3,170.85,391.8,256.05,1292.5,835.3,,,206.4,,137.6,,2689.75,325.85,248.15,1182.1,824.4,1668.4,1392.65,104.85,1414.85,1323.75,1171.65,148.4,,864.5,2568.2,35.0,426.7,231.0,2475.3,1231.75,860.6,390.6,82.35,282.7,1736.9,206.95,923.0,117.35,1121.7,,,2157.35,2258.5,658.65,509.85,1559.5,782.15,647.7,779.85,1081.45,1517.3,393.05,167.75,1044.0,169.1,741.1,280.5
2010-01-15,797.05,980.8,649.05,,113.25,1871.95,901.0,1077.8,1726.9,343.55,618.65,339.0,,539.05,63.35,317.4,298.7,4952.95,617.35,1693.7,678.75,350.2,,682.5,1322.65,160.85,689.0,386.3,,1229.95,628.45,425.5,,267.2,2847.4,513.9,369.4,2521.5,,1694.15,,1625.35,166.6,386.45,256.4,1303.7,842.45,,,208.95,,141.75,,2675.8,324.35,252.75,1179.85,821.9,1651.2,1421.1,105.7,1413.45,1272.6,1157.2,151.25,,841.2,2513.5,35.25,479.3,232.25,2463.4,1209.8,863.0,387.4,81.0,281.2,1772.25,208.15,908.5,118.65,1110.75,,,2143.35,2220.5,655.25,515.75,1525.1,797.2,645.15,791.4,1137.15,1515.65,409.9,170.15,1036.95,166.75,735.9,275.1
2010-01-18,799.55,981.95,649.05,,111.0,1866.6,887.3,1107.65,1735.7,346.4,615.85,349.45,,547.4,65.3,320.7,292.55,4920.9,618.4,1683.25,670.95,348.05,,706.55,1312.3,161.95,679.8,387.3,,1223.0,641.4,438.5,,264.05,2787.45,517.45,376.55,2557.45,,1766.65,,1694.6,167.25,387.2,257.3,1289.6,863.35,,,205.3,,142.7,,2686.65,326.15,250.55,1168.95,851.85,1654.75,1421.2,104.2,1429.35,1277.45,1183.65,147.25,,854.7,2536.15,35.0,526.9,231.25,2467.7,1212.55,860.35,392.85,79.75,275.2,1791.25,209.8,919.75,117.6,1099.5,,,2156.4,2190.8,651.95,518.7,1516.45,810.85,637.5,802.2,1137.05,1505.8,415.5,172.85,1002.7,169.95,747.5,286.55
2010-01-19,792.4,952.3,632.3,,108.15,1844.8,879.6,1105.75,1776.25,352.75,617.7,339.1,,555.0,62.8,320.55,294.0,4917.55,605.6,1690.1,669.9,342.45,,705.45,1305.3,158.95,670.95,379.7,,1180.5,632.1,426.05,,261.65,2720.4,521.9,376.8,2510.5,,1779.2,,1664.1,163.0,376.2,255.45,1273.45,865.5,,,204.05,,148.0,,2635.9,318.15,249.9,1155.2,858.55,1642.5,1414.15,103.65,1419.3,1277.65,1159.6,143.55,,870.75,2556.1,34.65,555.9,227.7,2431.65,1196.8,850.75,392.75,79.0,271.0,1773.15,204.85,920.05,116.25,1085.0,,,2173.1,2185.8,645.05,518.25,1485.9,806.7,637.65,780.7,1117.4,1534.15,421.75,167.7,999.5,167.4,738.95,270.95
2010-01-20,786.45,952.0,623.65,,109.6,1826.95,896.05,1083.75,1820.55,352.15,621.0,339.25,,562.55,62.0,331.5,292.35,4918.4,577.5,1662.2,661.95,342.55,,705.3,1291.9,161.0,658.65,373.7,,1201.4,618.6,421.4,,258.65,2694.25,609.8,381.0,2527.25,,1756.1,,1688.65,165.75,362.5,257.8,1234.5,877.95,,,199.75,,151.9,,2657.7,312.3,247.1,1153.65,875.25,1635.95,1424.35,104.8,1458.35,1265.65,1145.45,144.05,,874.0,2542.5,34.75,533.25,229.4,2418.9,1161.15,869.15,379.3,76.6,273.95,1750.1,207.45,928.45,116.9,1077.5,,,2159.85,2193.25,667.9,515.5,1473.35,804.95,653.7,779.4,1120.1,1555.55,425.05,169.25,977.5,164.95,726.55,281.05
2010-01-21,780.0,942.0,623.4,,109.2,1812.05,890.9,1061.25,1798.1,347.95,613.75,329.1,,550.1,60.05,322.4,281.5,4831.9,573.25,1647.55,652.2,337.5,,692.4,1284.35,158.55,635.05,363.55,,1123.6,609.8,411.25,,257.75,2660.85,564.85,370.5,2437.0,,1711.65,,1653.2,162.85,351.05,256.75,1183.35,852.7,,,199.15,,147.2,,2625.2,313.55,244.5,1124.6,844.35,1524.1,1411.3,102.7,1452.75,1220.7,1144.85,141.3,,874.0,2526.2,33.85,498.15,223.5,2306.6,1139.95,849.05,356.3,76.75,271.9,1717.15,205.95,904.15,113.65,1054.05,,,2124.1,2116.15,631.0,502.85,1464.85,782.75,648.0,770.65,1107.4,1524.1,419.9,162.7,945.4,163.35,709.45,272.25
2010-01-22,780.0,923.95,615.4,,105.7,1765.05,905.15,1031.65,1786.8,348.5,592.75,329.4,,547.3,58.4,322.15,281.0,4811.45,571.75,1641.7,646.55,330.3,,688.3,1260.1,157.35,624.2,352.75,,1127.4,603.0,399.75,,250.45,2619.8,576.85,382.65,2408.7,,1677.1,,1649.4,161.35,351.6,257.95,1184.3,840.7,,,202.75,,150.6,,2575.6,308.45,249.1,1097.65,809.7,1471.7,1429.1,101.15,1444.45,1288.4,1133.1,142.6,,851.25,2529.0,33.8,534.1,222.3,2263.9,1114.5,840.1,361.6,78.5,268.4,1683.25,206.15,899.5,114.3,1053.85,,,2087.35,2087.55,629.15,501.1,1432.0,778.05,624.55,757.85,1137.65,1520.65,405.85,163.9,912.65,160.05,700.05,274.9
2010-01-25,753.7,903.7,601.35,,103.75,1776.4,886.55,1018.7,1731.9,343.45,598.55,326.75,,533.5,58.05,330.9,276.05,4800.1,569.7,1632.65,650.35,326.95,,682.6,1232.4,158.0,615.2,344.15,,1121.9,595.55,400.05,,247.0,2623.15,581.9,361.2,2381.95,,1656.7,,1621.45,159.2,351.45,263.95,1233.05,830.8,,,199.95,,144.85,,2542.3,306.5,255.1,1054.9,778.1,1490.45,1432.4,100.0,1446.2,1249.55,1071.25,143.7,,863.75,2522.25,34.0,517.3,223.8,2250.35,1121.05,841.55,361.0,76.1,265.55,1615.75,207.35,900.45,115.3,1042.05,,,2091.6,2018.9,634.0,499.0,1444.5,768.65,609.9,756.2,1049.1,1502.65,409.15,157.9,905.75,160.1,695.1,267.8
2010-01-27,752.35,881.9,585.35,,101.6,1764.6,846.55,972.75,1670.3,325.8,583.1,317.0,,522.05,56.1,322.9,263.85,4698.25,554.45,1573.55,696.45,313.5,,670.1,1217.75,155.2,593.5,317.45,,1106.5,568.6,390.9,,245.05,2569.2,557.35,330.2,2305.55,,1597.2,,1550.15,150.05,344.6,259.35,1173.6,787.3,,,195.1,,140.15,,2502.25,303.65,255.9,960.0,765.05,1458.05,1411.2,98.1,1369.8,1207.0,1010.9,136.15,,868.7,2566.9,33.0,467.95,216.5,2158.2,1108.9,833.35,348.15,74.0,245.0,1585.65,200.5,860.8,113.3,1027.55,,,1987.65,1987.8,594.15,489.25,1421.0,717.95,559.65,743.3,944.45,1498.75,423.1,150.65,910.15,155.4,655.4,264.25
2010-01-28,752.45,868.65,586.2,,102.5,1802.8,844.75,1018.8,1683.6,320.9,574.45,317.8,,556.4,55.9,313.65,262.75,4606.6,542.2,1595.55,690.2,317.85,,656.8,1209.65,158.6,588.15,324.3,,1152.9,576.05,396.9,,237.7,2591.4,556.95,347.35,2346.85,,1593.25,,1539.1,148.0,337.0,255.3,1114.95,788.05,,,196.3,,145.6,,2491.75,300.95,254.25,989.8,780.9,1431.5,1404.0,98.55,1378.3,1264.3,1022.3,139.0,,873.95,2586.85,32.9,478.65,214.05,2134.15,1102.35,838.1,334.1,77.35,242.15,1577.75,201.15,880.85,113.9,1037.15,,,2003.25,1984.85,616.75,494.25,1446.2,711.1,585.4,741.75,996.85,1524.65,443.65,148.3,922.2,157.7,673.45,261.05
2010-01-29,730.0,871.7,595.2,,101.8,1852.2,842.9,1025.7,1747.7,318.6,564.75,308.5,,575.5,56.05,306.4,268.85,4644.75,540.85,1566.5,714.45,317.2,,679.05,1221.75,160.8,611.05,333.65,,1119.6,567.85,394.05,,234.8,2599.2,553.35,346.8,2383.85,,1631.05,,1559.0,147.35,333.7,242.3,1112.7,830.35,,,198.0,,147.9,,2475.5,301.35,250.15,985.5,778.9,1423.85,1422.65,98.4,1389.45,1234.95,1017.55,142.45,,850.4,2533.0,33.05,497.4,214.3,2161.2,1096.4,827.5,366.0,78.7,242.15,1593.55,195.3,898.65,112.7,1046.2,,,2056.6,1972.6,642.95,489.8,1473.05,694.35,569.1,736.2,972.5,1500.9,443.8,148.75,930.0,155.4,647.95,262.1
2010-02-01,753.35,873.3,614.0,,101.05,1917.55,892.2,1062.55,1713.45,330.0,586.25,309.65,,589.9,58.25,311.2,270.05,4732.2,584.05,1595.8,712.95,326.05,,723.45,1229.7,165.7,617.85,332.35,,1123.5,588.85,412.6,,238.05,2661.35,565.25,347.7,2386.7,,1599.75,,1580.95,149.4,349.35,237.25,1111.95,835.8,,,201.15,,148.55,,2451.25,315.15,246.5,995.65,784.95,1417.25,1572.8,102.05,1398.95,1255.25,1047.15,137.75,,851.45,2532.2,33.2,499.75,211.3,2194.2,1101.55,830.2,373.2,78.1,249.65,1761.55,193.85,889.15,112.95,1045.4,,,2021.25,1986.9,657.8,492.35,1506.5,719.85,579.85,746.15,968.6,1708.5,440.05,155.2,931.7,154.5,668.3,263.4
2010-02-02,770.35,872.4,625.2,,102.35,1875.65,887.35,1037.3,1685.2,330.35,579.8,301.95,,569.4,56.35,307.65,264.9,4781.5,565.65,1599.85,707.2,313.75,,711.8,1188.5,164.25,612.05,326.35,,1165.6,571.9,398.4,,237.55,2609.65,556.0,342.15,2420.05,,1579.1,,1568.45,151.05,351.9,236.5,1098.9,819.0,,,202.95,,151.55,,2439.95,317.6,244.4,974.45,753.85,1396.4,1555.75,102.7,1373.55,1253.05,1019.8,140.55,,841.8,2560.1,32.9,483.7,206.0,2225.75,1105.1,824.05,378.8,76.95,253.75,1728.0,189.25,868.8,113.7,1027.3,,,1978.35,1998.4,649.05,500.05,1513.6,709.45,573.3,738.4,948.8,1670.25,429.2,153.25,960.75,151.7,653.2,257.65
2010-02-03,779.25,883.85,652.25,,103.25,1914.6,902.05,1071.0,1709.9,338.2,573.0,304.1,,580.2,56.85,309.0,271.8,4769.55,580.05,1599.15,700.55,320.7,,709.95,1213.0,168.35,609.25,336.1,,1152.25,575.75,405.7,,239.0,2686.05,557.65,348.95,2515.65,,1622.75,,1599.6,156.25,356.15,236.45,1129.0,839.45,,,203.05,,156.25,,2473.2,315.85,252.6,1055.8,779.6,1450.15,1550.0,100.85,1377.25,1286.1,1054.2,137.65,,844.65,2564.6,33.15,485.8,209.85,2257.4,1133.8,838.2,379.2,78.3,256.35,1758.95,189.8,886.6,112.95,1033.95,,,1998.8,2001.5,666.15,518.2,1501.45,721.55,600.4,752.95,963.9,1732.85,442.7,161.55,971.7,157.35,671.65,258.2
2010-02-04,775.15,856.85,646.7,,100.7,1918.2,919.35,1048.45,1683.55,339.85,566.2,299.15,,569.8,55.85,304.1,266.2,4696.45,583.0,1595.9,684.35,313.15,,702.35,1210.85,169.55,593.65,321.35,,1161.9,553.7,418.7,,240.95,2635.15,557.0,337.15,2418.5,,1616.75,,1600.45,146.15,353.05,231.05,1077.95,828.8,,,206.35,,155.05,,2429.05,316.8,253.35,1022.95,749.05,1444.8,1525.8,102.0,1365.15,1284.75,1017.0,133.3,,873.85,2568.35,32.6,479.0,207.7,2170.3,1139.6,827.85,375.95,75.3,255.3,1850.35,192.15,874.2,112.0,1019.15,,,1947.9,1951.25,643.15,513.35,1499.15,689.6,577.7,738.7,943.65,1702.4,451.75,171.85,962.1,156.65,655.2,255.75
2010-02-05,755.2,845.55,635.15,,99.65,1936.25,870.5,1025.7,1683.75,346.85,553.7,294.1,,559.8,54.55,300.05,264.6,4638.45,568.15,1597.5,674.95,309.5,,693.45,1219.8,170.0,565.2,308.7,,1150.5,526.2,415.9,,248.85,2575.9,532.05,337.15,2389.8,,1573.35,,1585.4,138.15,339.75,229.05,1029.6,798.15,,,208.7,,146.1,,2352.7,308.1,248.35,965.2,716.3,1424.0,1535.95,98.7,1358.9,1241.8,976.25,130.1,,898.55,2549.1,32.15,446.85,204.3,2171.55,1087.65,845.0,362.25,73.55,252.35,1857.25,190.15,854.05,107.4,981.7,,,1897.8,1947.25,621.6,477.3,1473.9,672.2,550.2,723.5,936.7,1682.65,471.25,179.65,932.55,154.35,644.05,254.2
2010-02-06,751.95,850.55,645.95,,100.2,1965.95,878.9,1030.75,1721.3,343.7,557.4,291.6,,564.65,55.4,300.4,265.85,4657.15,578.55,1617.85,706.9,310.75,,703.2,1220.95,169.3,572.1,314.55,,1132.3,561.45,419.25,,251.15,2585.85,540.45,339.45,2396.6,,1575.8,,1584.35,141.25,348.7,231.0,1043.1,801.3,,,235.25,,149.55,,2379.45,314.65,248.05,985.25,731.0,1429.9,1550.2,99.0,1373.5,1266.15,987.1,131.5,,881.35,2566.4,32.3,453.45,205.1,2193.5,1092.25,832.1,360.45,75.3,252.0,1837.05,193.25,855.45,107.75,993.75,,,1912.45,1995.1,628.5,477.9,1483.3,680.2,558.95,729.7,942.45,1697.25,477.9,174.5,933.95,155.55,648.1,260.8
2010-02-08,760.25,842.65,649.1,,101.05,1947.75,909.9,1022.7,1699.15,359.5,579.45,290.45,,573.0,55.15,308.35,268.2,4735.3,573.1,1607.35,701.3,316.75,,694.8,1246.45,175.9,575.7,311.5,,1115.6,544.75,410.1,,250.6,2557.85,530.25,341.6,2393.5,,1567.4,,1578.25,136.2,343.25,236.5,1065.05,805.35,,,211.65,,148.35,,2403.6,309.7,245.35,983.3,738.05,1444.45,1513.8,99.2,1362.05,1274.85,999.8,128.95,,896.2,2645.5,32.15,449.25,202.4,2184.9,1118.15,845.75,364.85,73.75,243.85,1925.95,189.65,884.85,108.5,994.35,,,1936.55,2004.8,628.9,461.85,1511.75,673.25,533.85,724.15,943.05,1700.35,456.85,167.25,929.85,152.85,636.2,261.95
2010-02-09,786.5,867.75,639.95,,104.15,1962.7,918.45,1038.55,1728.6,348.6,564.95,296.45,,568.05,55.6,313.15,262.15,4806.45,560.55,1608.95,705.05,321.4,,694.9,1241.45,177.1,573.2,305.95,,1102.55,548.2,408.7,,253.75,2678.55,548.4,346.75,2397.3,,1571.65,,1618.3,134.4,343.3,232.6,1080.5,812.4,,,209.4,,151.0,,2473.8,310.05,243.9,986.7,743.95,1461.85,1565.4,98.55,1352.75,1279.35,991.2,129.45,,874.95,2792.6,33.05,490.9,204.0,2215.0,1106.25,836.5,365.45,71.3,246.3,1915.9,187.5,888.3,108.1,993.25,,,1950.3,1985.2,637.25,471.65,1542.35,676.35,533.55,735.15,942.0,1701.3,444.65,166.6,956.95,152.8,654.3,265.05
2010-02-10,785.05,869.9,640.3,,103.9,1979.6,919.6,1024.65,1773.2,341.1,563.75,294.2,,557.3,55.25,315.3,258.2,4730.85,572.75,1626.35,707.5,312.25,,700.1,1243.6,175.45,577.5,301.65,,1083.4,541.25,408.0,,259.0,2701.7,543.75,348.1,2380.35,,1593.55,,1630.65,136.5,348.85,230.1,1041.75,799.8,,,209.75,,150.15,,2466.95,315.9,243.9,960.5,727.45,1436.2,1581.3,97.7,1333.9,1277.85,958.35,130.95,,880.1,2750.2,32.25,487.25,200.5,2202.05,1087.0,830.55,372.05,71.45,247.9,1941.2,188.2,871.05,107.3,985.1,,,1911.85,1963.4,639.2,484.25,1509.55,669.7,522.45,732.3,932.95,1723.65,453.25,172.8,984.8,151.85,647.7,262.05
2010-02-11,801.25,885.9,639.95,,106.7,1944.75,934.95,1033.2,1788.75,337.75,563.55,291.8,,557.85,55.5,314.5,260.3,4751.95,566.25,1630.3,700.1,312.1,,701.6,1261.0,172.8,573.0,307.0,,1090.6,538.8,412.25,,257.1,2710.45,542.35,348.85,2382.5,,1598.0,,1690.95,138.25,348.55,233.4,1072.5,826.05,,,212.1,,149.85,,2498.45,313.4,247.15,986.7,735.3,1448.1,1573.85,99.9,1356.35,1301.65,986.8,128.9,,855.2,2737.25,32.35,486.9,203.25,2240.15,1100.25,819.25,371.4,72.5,241.8,1930.35,188.25,884.45,107.05,1015.15,,,1917.65,1995.05,640.4,487.65,1520.35,687.8,533.95,742.7,940.7,1737.2,449.4,175.15,1000.9,151.1,655.7,261.8
2010-02-15,785.45,875.75,637.4,,104.75,1934.5,924.3,1028.85,1792.65,337.85,557.4,288.2,,554.25,55.15,285.6,259.35,4714.35,557.6,1649.9,701.2,316.7,,711.8,1249.6,170.7,579.2,303.35,,1105.55,518.5,406.85,,255.25,2690.15,538.45,361.4,2390.9,,1613.8,,1704.35,140.85,338.55,229.75,1057.25,817.35,,,208.0,,149.85,,2498.65,306.0,249.35,1011.4,727.7,1433.05,1576.4,100.0,1336.0,1285.85,995.65,127.45,,857.6,2719.25,32.15,486.15,201.55,2215.55,1088.3,816.95,376.9,71.95,244.05,1921.45,191.05,878.6,104.9,1010.0,,,1895.0,1996.8,643.95,474.0,1528.1,683.15,539.9,746.15,947.95,1717.0,453.1,169.1,1000.2,151.2,659.9,259.8
2010-02-16,788.7,913.85,635.2,,109.25,1912.0,930.3,1026.15,1797.5,332.05,562.45,290.95,,570.75,56.3,271.6,263.4,4722.45,569.9,1630.0,698.2,322.5,,705.05,1239.6,170.6,581.95,309.75,,1113.15,527.5,410.1,,250.55,2721.75,539.95,360.7,2428.2,,1606.4,,1695.4,145.4,344.05,237.15,1073.2,832.45,,,210.6,,151.05,,2541.45,309.35,250.15,1022.6,739.8,1445.7,1558.75,99.7,1357.35,1308.2,1015.55,125.0,,856.6,2701.85,32.75,489.4,202.85,2241.15,1103.0,797.65,378.3,73.9,244.15,1920.8,192.6,888.15,106.75,1017.75,,,1920.6,2028.7,660.15,469.2,1544.45,703.15,550.1,758.15,949.9,1727.5,462.8,167.9,1043.2,150.0,669.95,260.15
2010-02-17,803.65,916.65,682.1,,107.8,1889.7,919.55,1067.3,1839.15,330.35,570.55,309.65,,577.0,56.95,279.15,266.5,4720.6,564.15,1631.4,700.35,318.8,,701.95,1237.45,168.6,605.6,305.8,,1106.05,591.2,410.9,,253.0,2746.1,538.75,361.8,2463.95,,1655.95,,1698.4,152.75,346.05,240.55,1104.1,840.95,,,211.5,,153.8,,2518.65,312.15,251.75,1062.8,758.25,1474.3,1569.45,99.7,1380.25,1343.7,1029.05,126.85,,851.85,2688.75,33.0,480.55,201.8,2258.9,1099.7,815.05,374.65,73.65,242.2,1919.85,195.05,890.65,107.1,1032.55,,,1956.85,2096.2,675.85,472.95,1541.75,711.5,584.35,758.65,959.8,1797.25,460.1,169.25,1047.45,155.9,671.4,262.3
2010-02-18,871.1,908.8,668.15,,106.5,1857.85,932.0,1098.5,1812.5,330.75,572.2,301.3,,589.1,60.15,281.9,264.4,4708.15,591.2,1636.05,701.1,318.0,,698.3,1217.3,168.85,605.05,303.7,,1116.25,578.6,404.1,,256.25,2707.45,561.8,360.7,2480.95,,1683.75,,1703.0,152.6,349.1,242.5,1115.25,840.05,,,211.65,,153.75,,2533.65,317.3,248.25,1060.8,751.45,1476.25,1542.7,101.5,1359.65,1335.05,1013.2,127.2,,840.05,2651.5,32.7,461.7,205.1,2242.9,1103.5,815.0,379.15,72.75,234.55,1912.45,196.1,896.0,108.15,997.8,,,1942.4,2102.65,677.35,470.7,1545.1,709.85,577.15,758.8,958.9,1825.65,461.1,175.95,1025.0,157.55,667.9,257.95
