,2014-06-30,2014-07-31,2014-08-28,2014-09-30,2014-10-31,2014-11-28,2014-12-31,2015-01-30,2015-02-27,2015-03-31,2015-04-30,2015-05-29,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-30,2015-11-30,2015-12-31,2016-01-29,2016-02-29,2016-03-31,2016-04-29,2016-05-31,2016-06-30,2016-07-29,2016-08-31,2016-09-30,2016-10-28,2016-11-30,2016-12-30,2017-01-31,2017-02-28,2017-03-31,2017-04-28,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-29,2017-10-31,2017-11-30,2017-12-29,2018-01-31,2018-02-28,2018-03-28,2018-04-30,2018-05-31,2018-06-29,2018-07-31,2018-08-31,2018-09-28,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-28,2019-04-30,2019-05-31,2019-06-28,2019-07-31,2019-08-30,2019-09-30,2019-10-31,2019-11-29,2019-12-31,2020-01-31,2020-02-28,2020-03-31,2020-04-30,2020-05-29,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-30,2020-11-27,2020-12-31,2021-01-29,2021-02-26
MOTHERSUMI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02044570680834619,,-0.06908206030405689,-0.0326894345559121,-0.10412344394374463,-0.1724705134284616,-0.12393046274950505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NMDC,,-0.5237651201790607,-0.4517781260946239,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.26448846102146045,-0.121288518524658,-0.2256640270158951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OFSS,,,,,,,,,,,,,,,,,,,,,,-0.16909142745214129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.041731102306141084,-0.026006882322030685,-0.09355457902703712,-0.11792227505659879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETRONET,,,,,,,,,,,,,,,,,,,,,-0.22769201605811984,-0.12019597235326845,-0.12149219950343376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFC,,-0.5118675043949392,-0.43671463240532377,-0.45505425490651796,-0.18856329540770414,-0.2862324423801033,-0.4079049753822813,-0.3862253364515467,-0.3912623991393075,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1522426095873036,-0.4208018318701444,-0.31759074152550426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIDILITIND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016872312222307003,,,0.1748183494511427,,-0.006997916090672218,0.014399753301660084,,,,,,,,-0.042196262728053054,-0.08628566108807618,,,,,,-0.011537196013396001,,,,,,,,,
PNB,,,,-0.09530224548986944,0.022941993136457506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.054141306790041456,0.1057884135585535,-0.12183535286133139,-0.09511150181406704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECLTD,,-0.6919315256443679,-0.647195449395578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4686276107324872,-0.3386731581989763,-0.3839515047023345,-0.4256802605688963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RELIANCE,,,,,,,,,,,,,,,,,,,,,,0.054210363320807226,-0.0817423873679323,,,,,,,,,,,,,,,,,-0.042700726300747935,,-0.04666361557968167,-0.022314560238143637,0.022352404972009018,-0.027702920574638495,-0.09184332394498065,0.05714834799379047,,0.04296289917494289,,,-0.0021341595218185706,-0.18231926410242935,0.07673126871079711,,0.07420707482564923,,0.08231360842508015,0.004023231322545065,-0.05793192020711388,-0.07579296646815786,,,,,,,,,,,,,,0.01101888461544911,0.0588012474190142,-0.10022410748035215,-0.05235223074805801,0.019689939063082668,,
RELINFRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAIL,,-0.15873031887453626,-0.13741849897856762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBILIFE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013364777259149082,0.15586579874944623,-0.036881164439120026,-0.00028276863327714353,0.026875861571101754,-0.007986701594635331,-0.33679568694629497,0.1214537400093143,,,,,,,,,,
SBIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01593123466021964,,,,,,,,,,,,,,,,,,,,,,,,0.1255983659682717,,,,,,,,,,,,,,,,,,,,,
SHREECEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08786040531943307,-0.08378108872865889,,,,,,,,0.11971975028314018,,,,,,,,,,
SIEMENS,,,,,,,,,,,,-0.06446605999482725,-0.07004920057222914,,,0.0032546285365837526,-0.06423766642380231,-0.12094814057104085,-0.09332652954187158,-0.2158079869990605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039410534240527796,0.2208644823238408,0.07272315296922423,-0.1390531500153638,0.004176333236521966,-0.011386775046219417,-0.08936242951815508,-0.1744101523319412,,,,,,,,,,,
SRTRANSFIN,,,,,,,,,,,,,,,,,,,,,,,,,,-0.004631028497089422,-0.09206181592722809,-0.11764073007447375,,,,,,,,,,,,,,,,,,,,-0.14944458836142993,-0.159516229657312,0.020230334797975497,,-0.19299878087026084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUNPHARMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.09244252553453682,,,,
TATAMOTORS,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05918438215744286,-0.010508348973683966,-0.004459361458281358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TATASTEEL,-0.07535122213698801,-0.11687764181421864,-0.2257886657929007,,,,,,,,,,,,,,,,,,,,,,,,-0.07043291918537162,-0.10094063091234824,-0.035836360208908236,-0.08397175242675785,-0.17343251863545436,0.05402701585896865,-0.06945111652254311,-0.11360771656538723,,,,,0.02211486467145782,-0.07169433033243361,-0.021620597680737794,-0.11875646223180045,-0.03863329103892623,-0.08096994449009193,,-0.2530058855440668,-0.05377485047238318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCS,-0.026592626915047792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01579261779970447,0.0014771240390445027,-0.015969749063089234,-0.1827916510885275,-0.047636160016444475,-0.1071389520450289,0.00235384127936014,-0.07112018353458391,-0.05544406817449458,0.059312876025771684,,,,,,,,,,,,,,,,,,,,,,
TECHM,-0.05900162618279018,-0.1577302947023889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05548207201551341,-0.19357727866909596,-0.05433088567811399,0.023981416923465133,-0.11813157494482444,-0.09522937871509914,-0.14491776590385605,-0.06552799075382015,-0.06503571275297125,,,-0.022589998532723483,,,,,,,,,,,,,,,,,,,,,,
TITAN,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0392293253359002,,,,,,,,,,,,,,0.053791869574281455,0.2229940803051079,0.02075606796657818,-0.009778337091624352,-0.09597847197205546,0.12286346966326175,0.016715533341571873,-0.11053444221527788,-0.05597743286751243,0.013453426634991694,-0.04470178327187243,-0.12643313007435095,,,,,,,,,,-0.24039196658907322,0.03919035420228279,0.13796795874497925,0.027702135301412717,-0.14832759232120885,0.013851731964739452,,,,,,,,,,,,,,
UBL,,,,,,,,,,,,,,,,0.015752366827922994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ULTRACEMCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011724523776738376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNIONBANK,,,,,,,0.04691427648310091,,-0.2237699138022005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UPL,0.0410247251939424,,,,,,-0.07138522957433811,,,,0.030369156616559527,,-0.06954305429644568,-0.0668968285132552,-0.12733648800858166,-0.14420267823407798,-0.06914305516480691,-0.16357270571993998,-0.013921487983107972,,,,,,,,,,,-0.15007889749827816,-0.02750086786991356,,-0.0627218184018497,-0.03854926495540367,,,,,,,,,,,,,,,,,,,,,,,,,,0.008344482286357317,-0.09374101345862985,-0.08090004581441829,-0.04472297768759458,0.05148218086960673,-0.0465433503064645,,,,,,,,,,,,,,,,
VEDL,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4126898274077386,-0.2754668054085635,-0.3055867466255669,-0.4955280669711752,-0.26382273399403355,-0.40390497864538444,-0.36817887278355593,-0.4784906676622267,-0.3858194633446387,-0.3154097679893892,-0.2442489480674913,-0.25803104431314605,-0.3395943868687509,-0.31073264494912906,-0.4779342097488914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WIPRO,0.017665496579380414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1474852882083044,,-0.03439607584190999,-0.06590108638307765,-0.07132900055829847,-0.06419738937150103,,,,,,,,,,,,,,,0.08862126630098736,0.08186899056586229,-0.01403706096061948
YESBANK,,,,-0.09065889446491458,0.13415075813878283,,0.020147979977679156,0.05147238557569559,-0.10864513606470771,-0.1333300217976723,-0.03021374401922504,-0.012041166894395522,,-0.07074676848514987,-0.24435036446192213,,,,,,,,,,,0.046529693249564366,0.06676230741569858,-0.13076864492872706,-0.04519330452190668,-0.12451424341220399,-0.05958215050551409,0.14160051131339682,-0.008262365824566803,0.014851602748032879,0.008566939789687441,-0.16619493147288333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZEEL,,,,,,,,,,,,,,,,,,,,,,-0.00981625130056635,0.03620909176195265,0.027307740039625834,-0.0172431329888718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
