Date,ABIRLANUVO,ACC,ADANIENT,ADANIPORTS,AMBUJACEM,APOLLOHOSP,ASHOKLEY,ASIANPAINT,AXISBANK,BAJAJ-AUTO,BAJAJFINSV,BAJAJHLDNG,BANKBARODA,BANKINDIA,BHARATFORG,BHARTIARTL,BHEL,BOSCHLTD,BPCL,CAIRN,CANBK,CIPLA,COALINDIA,COLPAL,CONCOR,CROMPGREAV,CUMMINSIND,DABUR,DIVISLAB,DLF,DRREDDY,EXIDEIND,FEDERALBNK,GAIL,GLAXO,GLENMARK,GODREJCP,GRASIM,GSKCONS,HCLTECH,HDFC,HDFCBANK,HEROMOTOCO,HINDALCO,HINDPETRO,HINDUNILVR,ICICIBANK,IDBI,IDEA,IDFC,INDHOTEL,INDUSINDBK,INFY,ITC,JINDALSTEL,JPASSOCIAT,JSWSTEEL,KOTAKBANK,LICHSGFIN,LT,LUPIN,M&M,MARUTI,MCDOWELL-N,MPHASIS,NMDC,NTPC,OFSS,ONGC,PETRONET,PFC,PNB,POWERGRID,RANBAXY,RCOM,RECLTD,RELCAPITAL,RELIANCE,RELINFRA,RPOWER,SAIL,SBIN,SESAGOA,SIEMENS,SRTRANSFIN,SUNPHARMA,TATACHEM,TATAGLOBAL,TATAMOTORS,TATAPOWER,TATASTEEL,TCS,TECHM,TITAN,UBL,ULTRACEMCO,UNIONBANK,UNIPHOS,YESBANK,ZEEL,M&MFIN,OIL,WIPRO,SSLT,UPL,INFRATEL,INGVYSYABK,AUROPHARMA,MOTHERSUMI,EICHERMOT,IBULHSGFIN,BRITANNIA,MRF,VEDL,MARICO,SUNDARMFIN,IOC,ABB,BAJFINANCE,BEL,CADILAHC,CASTROLIND,EMAMILTD,HINDZINC,NHPC,PGHH,PIDILITIND,SHREECEM,TATAMTRDVR,TORNTPHARM,INDIGO,PEL,HAVELLS,ICICIPRULI,SUNTV,DMART,ABCAPITAL,GICRE,L&TFH,SBILIFE,BANDHANBNK,BIOCON,HDFCLIFE,ICICIGI,NIACL,HDFCAMC,PAGEIND,BERGEPAINT,NESTLEIND,ADANITRANS,ABBOTINDIA,IGL,NAUKRI,MUTHOOTFIN,SBICARD,ADANIGREEN,ALKEM,LTI,TATACONSUM,INDUSTOWER,JUBLFOOD
2013-07-31,,1034.244384765625,24.74587631225586,120.5435562133789,142.9650115966797,908.5494995117188,11.442007064819336,478.79193115234375,199.0568389892578,1575.078857421875,586.2381591796875,707.8521118164062,105.84729766845705,176.0453643798828,94.54279327392578,302.3119201660156,91.77172088623048,8445.7998046875,66.67453002929689,,247.84762573242188,385.3190307617188,148.80816650390625,597.7570190429688,186.7309112548828,,359.04742431640625,147.7364501953125,434.4134216308594,136.82247924804688,2134.024658203125,109.9995346069336,32.204429626464844,67.10626983642578,1000.6738891601562,559.913330078125,251.2905120849609,390.2417602539063,4275.7041015625,202.99105834960938,711.0383911132812,290.0604248046875,1418.153076171875,84.20036315917969,27.92619514465332,536.2901000976561,149.5087432861328,59.55318832397461,100.2962875366211,44.87852478027344,40.55305480957031,373.4990539550781,304.2310485839844,187.01939392089844,197.469970703125,36.150001525878906,49.68362808227539,324.7396545410156,146.7626953125,485.8629760742188,832.2279663085938,427.05792236328125,1224.5550537109375,476.49017333984375,309.4906005859375,56.57479858398438,76.45084381103516,1895.2513427734373,140.92645263671875,47.560279846191406,34.63721466064453,109.21361541748048,57.61182403564453,,139.33551025390622,44.56557083129883,262.37631225585943,408.0499267578125,306.4278259277344,71.51475524902344,37.01839828491211,161.13992309570312,,476.7778930664063,579.8308715820312,539.0551147460939,206.17404174804688,,286.0782470703125,69.4552001953125,171.61688232421875,771.0314331054688,262.59048461914057,251.0872802734375,681.680908203125,1791.1104736328125,122.2694320678711,,59.9652214050293,233.9886474609375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-30,,849.6572265625,20.008808135986328,121.21724700927734,146.4645233154297,837.2716674804688,10.13314151763916,397.0596923828125,160.26715087890625,1495.5006103515625,586.7353515625,696.3442993164062,86.84906768798828,135.63215637207028,113.10868072509766,262.47174072265625,68.98822021484375,7739.96337890625,56.22285842895508,,183.5104217529297,403.38458251953125,132.8729248046875,522.771240234375,197.7390899658203,,330.0216064453125,149.2925262451172,461.1034240722656,118.55510711669922,2144.9697265625,111.92073822021484,23.592632293701172,65.8251953125,993.3848876953124,500.0475463867188,255.4951171875,333.2270812988281,3721.283935546875,225.2702178955078,638.3755493164062,282.56805419921875,1595.1689453125,99.47174072265624,23.170942306518555,552.837158203125,132.19033813476562,53.49320983886719,94.92379760742188,32.99288558959961,41.24040222167969,343.9045104980469,318.18438720703125,168.95782470703125,219.2628326416016,33.09999847412109,47.537025451660156,328.3486633300781,146.93983459472656,422.0718078613281,760.6265869140625,367.0102233886719,1154.846923828125,439.7364196777344,324.8937072753906,68.76812744140625,76.56784057617188,1900.2156982421875,120.78375244140624,49.88179397583008,34.95763397216797,82.34603881835938,55.64585494995117,,123.1999969482422,47.89496612548828,245.24703979492188,399.53369140625,313.5409240722656,66.32257843017578,41.4586296081543,143.27059936523438,,403.05126953125,475.3531494140625,497.00244140625,205.7415771484375,,294.695068359375,59.83164596557617,218.0019836425781,863.4872436523438,289.7070617675781,214.1486358642578,706.7178955078125,1438.2811279296875,93.516357421875,,45.03868865966797,219.2163848876953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-30,,979.9566040039062,19.902755737304688,132.86259460449222,155.81057739257812,900.3176879882812,12.793091773986815,433.1860656738281,193.9195251464844,1617.981689453125,601.9978637695312,671.425537109375,93.0216064453125,150.54881286621094,117.61517333984376,279.62753295898443,81.59998321533203,8487.5419921875,70.93502044677734,,200.3864898681641,418.4286193847656,158.02391052246094,538.672119140625,204.1684417724609,,342.47918701171875,155.15074157714844,450.0192565917969,116.95671081542969,2227.52587890625,115.58439636230469,26.2130126953125,74.41062927246094,1042.88720703125,515.5845947265625,264.1220092773437,390.13116455078125,3969.25390625,235.3921203613281,678.8819580078125,282.1161804199219,1613.981689453125,105.9580078125,26.541263580322266,549.3351440429689,145.3312530517578,57.0041618347168,100.07062530517578,36.08725357055664,43.943931579589844,355.472412109375,308.6721496582031,186.3078765869141,234.32464599609372,34.900001525878906,64.0601806640625,337.5579833984375,166.4698028564453,459.4701843261719,817.611572265625,387.72119140625,1261.6439208984375,506.6400146484375,338.75262451171875,71.75349426269531,87.0858383178711,1969.0447998046875,130.07563781738278,48.77239990234375,42.28953170776367,88.39962005615234,56.54278182983398,,146.85000610351562,53.34111404418945,247.6032867431641,384.817626953125,339.37164306640625,66.07766723632811,44.77531814575195,152.32080078125,,444.8747863769531,526.1478271484375,568.3417358398438,197.64149475097656,,327.4389953613281,64.01236724853516,216.0527191162109,818.7245483398438,282.5123291015625,221.2503662109375,850.6228637695312,1764.4384765625,100.7275848388672,,53.1821174621582,216.37559509277344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-31,,1000.1386108398438,29.362749099731445,140.03262329101562,160.76100158691406,880.1740112304688,,509.9087524414063,235.2586212158203,1733.9501953125,634.4616088867188,714.1683959960938,121.17028045654295,200.06455993652344,140.52325439453122,322.144287109375,83.7973861694336,8249.99609375,76.99529266357422,,233.68621826171875,399.7565612792969,154.5355224609375,538.3027954101561,215.499267578125,,331.3638610839844,163.52609252929688,451.016357421875,138.51217651367188,2297.921142578125,111.51863861083984,37.80900192260742,80.26725006103516,1027.3795166015623,547.2896728515625,274.89376831054693,415.0484008789063,4269.38818359375,237.59500122070312,759.5394287109375,323.85919189453125,1669.5279541015625,108.94075012207031,27.812042236328125,538.7548828125,184.35926818847656,66.07411193847656,102.7470932006836,43.34158325195313,,429.5552673339844,341.12225341796875,183.3523406982422,238.65293884277344,47.6500015258789,75.63166046142578,374.5694580078125,198.88690185546875,567.2091064453125,848.2295532226562,416.0230102539063,1519.4888916015625,514.8300170898439,326.90106201171875,82.92578125,88.06034851074219,2053.40771484375,142.629150390625,51.05282974243164,43.420265197753906,104.290283203125,58.4169807434082,,146.89999389648438,55.09976196289063,290.68353271484375,428.00665283203125,,71.66170501708984,55.30804824829102,169.47329711914062,,542.2611083984375,560.53076171875,583.1897583007812,222.56475830078125,,375.34844970703125,64.80118560791016,266.45574951171875,898.7642211914062,328.0484313964844,254.7096099853516,914.580322265625,1918.0819091796875,113.49652862548828,,68.2567138671875,251.9330902099609,267.69815063476557,158.88217163085938,168.19505310058594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-29,,966.4287719726562,37.21072769165039,152.01480102539062,158.20045471191406,807.7824096679688,,476.0691223144531,222.415283203125,1607.3985595703125,728.2240600585938,744.1488647460938,121.49069213867188,206.97483825683597,139.98345947265622,286.955078125,92.85413360595705,8156.19482421875,72.80879211425781,,224.7730865478516,378.5206604003906,145.94871520996094,552.7063598632811,207.1007843017578,,361.73193359375,152.27259826660156,534.4022216796875,138.92320251464844,2324.489013671875,103.71566009521484,36.31229782104492,76.82818603515625,1054.571044921875,500.9214782714844,279.55670166015625,392.09210205078125,4072.533447265625,235.56689453125,731.780029296875,314.5829772949219,1649.0848388671875,116.18450927734376,29.69058036804199,525.415283203125,175.7576446533203,63.24584579467773,104.35298919677734,42.60386276245117,,406.99786376953125,345.723876953125,175.36148071289062,256.86160278320307,53.9000015258789,80.64480590820312,376.7348937988281,184.27264404296875,609.2967529296875,817.611572265625,442.9191284179688,1556.5892333984375,523.0599975585939,308.4096984863281,80.88337707519531,86.96773529052734,1984.8028564453125,145.25152587890625,54.38101577758789,51.41618347167969,105.34392547607422,54.84160614013672,,138.55000305175778,64.34687805175781,295.8672790527344,399.2295837402344,,70.4371337890625,61.000205993652344,171.61441040039062,,573.4655151367188,544.9817504882811,547.9378662109375,230.8725433349609,,392.6313171386719,62.7108268737793,318.7284851074219,852.933349609375,359.0333557128906,218.3429718017578,783.9470825195312,1860.4962158203125,110.46504974365234,,68.22894287109375,245.44664001464844,280.30352783203125,162.00047302246094,165.765625,,102.5534439086914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,,977.13671875,37.118812561035156,149.5606231689453,155.8959197998047,916.5391235351562,,463.1665954589844,250.04527282714844,1555.621826171875,738.46533203125,768.4188842773438,121.66974639892578,226.80018615722656,153.99581909179688,289.8070068359375,105.05850982666016,9443.822265625,74.50052642822266,,255.4033966064453,387.7599792480469,155.6356964111328,596.452880859375,207.8125,,401.9569396972656,156.59304809570312,566.425537109375,152.25839233398438,2371.076416015625,110.97259521484376,38.70702362060547,77.7021255493164,1266.9471435546875,518.4005126953125,270.88818359375,400.2381286621094,4063.930419921875,275.27407836914057,,316.74737548828125,1667.0380859375,116.08982849121094,32.77773284912109,504.124755859375,180.7080841064453,64.80626678466797,99.26768493652344,44.91951370239258,,405.5518798828125,359.2352294921875,176.1550750732422,259.6973876953125,54.45000076293945,89.30587005615234,362.5226745605469,194.192626953125,623.4522705078125,867.5748291015625,442.4271545410156,1638.079833984375,521.7100219726561,339.7177734375,86.62152862548828,80.91394805908203,2112.6923828125,142.63604736328125,50.14888381958008,53.93611526489258,120.00855255126952,57.6096305847168,,130.0,62.57405853271485,283.8896179199219,418.8822021484375,,71.71067810058594,64.94436645507811,166.62002563476562,,617.7108154296875,619.965576171875,543.5791625976561,228.38018798828125,,370.6707763671875,72.05828857421875,337.50531005859375,924.2964477539062,388.7069091796875,218.7719268798828,764.7697143554688,1720.359130859375,119.78912353515624,,68.51581573486328,261.92333984375,303.90301513671875,163.74403381347656,196.8907012939453,,121.48684692382812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-31,,890.8577270507812,33.774593353271484,141.4281463623047,135.83811950683594,900.8504028320312,,445.8687744140625,216.0658264160156,1548.0101318359375,676.27197265625,801.6007080078125,105.20110321044922,186.5034637451172,162.79762268066406,276.42453002929693,102.59387969970705,8417.287109375,77.66985321044922,,205.13623046875,397.24114990234375,146.87364196777344,572.8521728515625,209.17904663085938,,365.9682922363281,158.10977172851562,610.0894165039062,125.58802032470705,2441.190673828125,91.13996887207031,36.49650573730469,81.33413696289062,1260.9468994140625,543.0654296875,238.01400756835938,378.1960144042969,3900.98095703125,319.69171142578125,,298.97991943359375,1581.8101806640625,103.73279571533205,33.737728118896484,503.6388549804688,162.44406127929688,54.80208206176758,85.3499755859375,38.19797897338867,,369.98046875,381.4398193359375,177.9338836669922,249.05078125,40.25,80.53947448730469,327.0793151855469,173.3783721923828,574.31591796875,842.4976806640625,417.1241455078125,1519.535400390625,494.6700134277344,298.02789306640625,88.51387786865234,77.08821868896484,2052.22265625,136.04484558105472,45.19767379760742,43.985633850097656,104.89373779296876,55.072265625,,123.5500030517578,50.98678970336914,254.59349060058597,388.9119567871094,,60.83652114868164,57.50423812866211,143.73275756835938,,518.4896850585939,576.2750244140625,563.9352416992188,218.1616516113281,,344.2294616699219,58.33290481567383,283.28326416015625,955.358154296875,377.94146728515625,211.19354248046875,824.6741943359375,1668.283203125,101.64415740966795,,56.9391975402832,252.31190490722656,230.07159423828125,158.9995574951172,203.53973388671875,,116.0553970336914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-28,,973.7438354492188,35.95222473144531,160.96536254882812,145.382080078125,891.2626342773438,,447.0975341796875,243.79196166992188,1584.5223388671875,717.9827880859375,817.2183227539062,105.72864532470705,166.7051239013672,180.62057495117188,252.3800201416016,100.46215057373048,8821.5595703125,80.94625091552734,,200.45193481445312,371.79681396484375,144.82589721679688,578.912109375,219.62008666992188,,428.8643798828125,159.4427032470703,660.6636962890625,128.92185974121094,2708.691650390625,99.83928680419922,35.36822509765625,85.23712921142578,1286.743896484375,553.1644897460939,247.9180908203125,374.6131591796875,3989.29638671875,344.4742431640625,,318.5313415527344,1580.163818359375,99.7558135986328,36.56934356689453,485.21954345703125,171.67889404296875,55.24602127075195,76.66629028320312,38.546348571777344,,383.1872253417969,394.193603515625,179.32955932617188,238.1554412841797,41.900001525878906,76.90470886230469,340.743896484375,182.8112030029297,646.4039916992188,954.1198120117188,456.6249694824219,1475.6556396484375,477.45001220703125,312.0262145996094,80.88990783691406,68.52286529541016,1994.8280029296875,143.84567260742188,49.73798751831055,56.44247817993164,107.71614837646484,54.4955940246582,,112.3000030517578,57.20046615600586,242.0268096923828,374.31280517578125,,60.64059066772461,51.66318130493164,144.61940002441406,,582.12109375,544.9817504882811,617.5795288085938,222.52325439453125,,410.60357666015625,62.15864562988281,273.53680419921875,970.1508178710938,394.9250183105469,231.16421508789062,793.2886962890625,1793.596923828125,96.665283203125,,56.439491271972656,254.4425048828125,235.23696899414062,156.37356567382812,211.39747619628903,,112.18891143798828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-31,,1233.417236328125,52.03704071044922,180.40631103515625,174.97775268554688,887.5341796875,,517.9431762695311,281.01348876953125,1696.257568359375,783.5567016601562,886.6970825195312,138.26348876953122,222.305908203125,199.10032653808597,278.83779907226557,117.41048431396484,10216.9140625,98.5167236328125,,245.2080841064453,370.3456115722656,171.38720703125,604.8928833007812,279.0028686523437,,506.322998046875,165.1420135498047,633.4635620117188,161.16371154785156,2398.48583984375,109.21470642089844,44.09514999389648,86.45561218261719,1087.31884765625,548.8433837890625,271.74542236328125,425.8113708496094,3935.62060546875,304.0592041015625,,356.20703125,1827.2918701171875,134.22293090820312,42.7920036315918,534.956298828125,204.7696228027344,64.42081451416016,81.75160217285156,50.10410690307617,,483.7798767089844,338.329345703125,193.1220245361328,290.99041748046875,53.70000076293945,90.9608154296875,388.80645751953125,209.1611785888672,740.9194946289062,894.4064331054688,459.53009033203125,1831.1038818359373,529.489990234375,325.0189514160156,88.34447479248047,73.09513092041016,1977.7244873046875,159.43186950683594,56.29166030883789,66.24962615966797,145.11053466796875,61.373741149902344,,128.89999389648438,67.86646270751953,271.67636108398443,435.5167846679688,,69.21256256103516,66.22532653808594,182.4993133544922,,725.3972778320312,707.4392700195312,550.572021484375,238.5987243652344,,392.58209228515625,69.60253143310547,313.4375305175781,909.3605346679688,379.71807861328125,250.4199676513672,814.5418701171875,2132.724609375,129.07493591308594,,76.61297607421875,256.95193481445307,238.8385009765625,169.7561492919922,192.2664031982422,,113.20156860351562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-30,,1139.5152587890625,59.0860824584961,181.1281280517578,171.12684631347656,866.13134765625,,477.4869384765625,291.9231262207031,1556.6800537109375,827.4052734375,908.1548461914062,156.71780395507812,227.80274963378903,192.49197387695312,287.8764343261719,108.06795501708984,9883.9248046875,97.41387939453124,,264.9656982421875,384.5189514160156,173.22720336914062,636.4793701171875,276.50164794921875,,464.963623046875,164.77427673339844,640.5823364257812,128.00846862792972,2531.558349609375,107.95262145996094,41.65437698364258,85.08767700195312,1062.6630859375,587.0545654296875,252.5033416748047,385.7080383300781,3820.62841796875,307.58099365234375,,343.12518310546875,1767.4881591796875,127.16856384277344,44.456443786621094,501.34210205078125,204.49822998046875,,80.11597442626953,45.75970840454102,,461.1260070800781,327.8170166015625,186.49945068359372,253.97607421875,,95.0872039794922,399.5340576171875,232.4111328125,753.8515625,948.5126342773438,503.34173583984375,1785.831298828125,553.7000122070311,332.01812744140625,95.29150390625,70.93092346191406,1921.9627685546875,162.63352966308594,59.49658203125,63.04343795776367,152.81568908691406,61.84133911132813,,122.4499969482422,70.28921508789061,278.94149780273443,437.8797912597656,,67.05731964111328,62.56160354614258,197.81146240234372,,651.998046875,677.298095703125,606.1800537109375,236.2310028076172,,408.4370422363281,63.83977890014648,318.7682189941406,933.2547607421876,387.5013427734375,242.93690490722656,780.6356201171875,1976.8868408203125,141.99180603027344,,81.57305145263672,248.66619873046875,233.19923400878903,167.37136840820312,184.8865203857422,,164.53965759277344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-30,,1178.2926025390625,67.71886444091797,218.95140075683597,188.304443359375,879.0602416992188,,479.80279541015625,353.2919616699219,1582.5684814453125,847.1421508789062,998.4859619140624,161.64791870117188,300.8669738769531,236.7915496826172,301.9609375,145.04881286621094,11648.8955078125,111.76148986816406,,384.7174072265625,372.0386352539063,220.1472320556641,615.2515258789062,321.29388427734375,,539.5377197265625,173.23135375976562,591.3995361328125,191.8985290527344,2301.89697265625,126.7034683227539,53.55891418457031,86.85794830322266,1049.069091796875,536.5108642578125,247.1616973876953,468.7456970214844,4039.67724609375,311.0122985839844,,377.1142272949219,1884.3642578125,140.14106750488278,55.34092330932617,533.0126342773439,233.222412109375,,81.98951721191406,51.76399993896485,,514.7240600585939,307.09942626953125,187.0467529296875,296.26397705078125,,106.35579681396484,432.4137573242188,281.9668273925781,900.2994995117188,897.0902709960938,578.9226684570312,2109.75146484375,563.6199951171875,354.7051086425781,107.8532257080078,97.84625244140624,1812.9058837890625,189.1721343994141,63.83143997192383,100.11168670654295,184.1044769287109,71.3104248046875,,136.55000305175778,94.45759582519531,415.7614440917969,502.7284851074219,,92.7242660522461,81.15849304199219,243.3334045410156,,814.8568725585938,873.0768432617188,584.9618530273438,252.1403961181641,,408.73248291015625,84.84723663330078,378.00274658203125,912.8563842773438,406.7162170410156,295.5089111328125,746.086669921875,2323.13330078125,193.5654296875,,106.9040069580078,252.59600830078125,287.03271484375,199.91635131835938,179.17015075683594,,185.22216796875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,,1294.84375,64.34635162353516,234.54263305664062,190.9005584716797,963.6542358398438,,565.8544921875,373.0484924316406,1885.6168212890625,929.4202880859376,1099.9351806640623,170.13604736328125,293.3757019042969,295.4879455566406,295.6426086425781,149.8997344970703,12782.0419921875,128.57176208496094,,428.9170227050781,423.7496643066406,228.4866180419922,669.2416381835938,341.8500671386719,,549.42138671875,173.29605102539062,676.7100219726562,196.419677734375,2454.755126953125,130.715087890625,61.572021484375,106.45730590820312,1077.872802734375,553.6015014648439,261.4320068359375,505.7897644042969,4127.947265625,328.9027404785156,,394.1201477050781,2116.350341796875,155.48080444335938,57.48880386352539,554.5267333984375,240.74459838867188,,78.77772521972656,55.37067794799805,,554.7327270507811,340.1297912597656,181.1348114013672,320.940185546875,,108.5858154296875,439.8309631347656,289.9382019042969,991.2905883789062,1004.5360717773438,537.5475463867189,2265.349853515625,479.2099914550781,342.4364013671875,115.78361511230469,95.22484588623048,2006.165771484375,212.5341644287109,72.23411560058594,105.30670928955078,193.54574584960938,81.3640365600586,,146.3000030517578,106.15767669677734,515.62744140625,479.45013427734375,,106.14552307128906,88.06855010986328,257.11651611328125,,897.8358154296875,838.0700073242188,659.010009765625,285.66217041015625,,424.735107421875,88.11686706542969,420.40966796875,1043.868408203125,455.1498718261719,336.5464782714844,690.4330444335938,2527.6826171875,227.5351867675781,,101.58132934570312,277.87924194335943,267.31906127929693,206.08860778808597,193.39903259277344,,209.55636596679688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-31,,1243.150146484375,62.64216613769531,251.71420288085938,180.18634033203125,981.2315673828124,,598.8627319335938,380.70831298828125,1726.7308349609375,940.5830078125,1145.5623779296875,169.2430877685547,267.0589599609375,341.6284484863281,327.23406982421875,136.75431823730472,12638.9658203125,124.2353515625,,374.4264221191406,441.6477966308594,218.2479248046875,694.8169555664062,375.5304565429688,,538.3035888671875,191.5498962402344,693.8045654296875,181.0751190185547,2645.45703125,148.94259643554688,56.09328079223633,100.22689819335938,1075.2659912109377,642.5047607421875,266.60107421875,473.9798278808594,4540.54296875,340.95037841796875,,400.0927429199219,2138.087890625,181.5205535888672,55.15445327758789,613.7470703125,249.75880432128903,,93.29020690917969,64.50334930419922,,542.8947143554689,351.8417053222656,198.40963745117188,274.79998779296875,,104.5346221923828,475.1781921386719,256.59115600585943,875.4837646484375,1135.8165283203125,563.2919311523438,2344.0078125,471.17999267578125,373.9372253417969,107.88494873046876,88.42742156982422,2123.229736328125,197.7765655517578,75.04867553710938,92.01907348632812,186.630615234375,77.79852294921875,,135.05000305175778,90.40984344482422,458.5275268554688,475.2241516113281,,90.61800384521484,81.48312377929688,233.4746856689453,,823.4036254882812,833.4400634765625,757.6773071289062,288.4452819824219,,441.8300476074219,80.87017822265625,449.2513732910156,1127.7398681640625,459.0680541992188,327.2416687011719,697.0065307617188,2369.523193359375,180.6772003173828,,101.59071350097656,277.20660400390625,224.77723693847656,198.1452789306641,194.46856689453125,,201.82345581054688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-28,,1329.2242431640625,69.15476226806639,273.25799560546875,180.0990753173828,1142.2833251953125,,594.6235961914062,386.1518859863281,1878.7835693359373,1049.209716796875,1180.849853515625,169.17515563964844,269.92901611328125,374.93603515625,327.4571533203125,144.27024841308594,13963.2705078125,148.67982482910156,,354.23907470703125,499.7395324707031,211.36273193359372,681.4636840820312,381.19903564453125,,593.4096069335938,214.97955322265625,735.5469970703125,163.59127807617188,2776.566162109375,148.86912536621094,56.46739196777344,103.3434600830078,1072.2930908203123,698.6375732421875,313.0348205566406,504.90362548828125,4973.02197265625,360.3169250488281,,404.6741638183594,2169.31103515625,161.06753540039062,65.75383758544922,663.6709594726562,264.28170776367193,,96.29380798339844,61.114013671875,,568.0746459960938,375.99151611328125,197.99171447753903,233.0,,110.13619232177734,516.9561767578125,268.52105712890625,897.8232421875,1235.43798828125,659.6465454101562,2597.12109375,479.6099853515625,364.3302307128906,107.56771850585938,84.82787322998047,2310.14794921875,217.6117401123047,75.64447784423828,85.76103210449219,184.9530334472656,75.5189208984375,,116.0,79.28588104248047,415.3294677734375,471.5647277832031,,73.03321838378906,75.17596435546875,235.52780151367188,,746.0128784179688,837.2365112304688,819.2723388671875,321.6258239746094,,519.2677612304689,71.64559173583984,416.5763854980469,1102.5196533203123,504.40704345703125,348.686767578125,699.1319580078125,2495.98388671875,197.35145568847656,,107.40155029296876,260.99575805664057,266.8662109375,215.82058715820312,201.91650390625,,196.3560333251953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-30,,1246.4005126953125,67.97066497802734,268.1376953125,186.55926513671875,1091.166748046875,,601.3367919921875,367.1480712890625,1956.0577392578125,1125.2630615234377,1231.570068359375,175.15403747558594,225.71104431152344,389.9012145996094,358.8037414550781,120.87015533447266,14156.41015625,143.8391571044922,,328.712158203125,609.1729125976562,202.60787963867188,776.843017578125,390.7675476074219,,580.6651000976562,206.4785614013672,846.2962646484375,139.18637084960938,3041.89404296875,154.99205017089844,58.85235214233398,104.75354766845705,1217.97119140625,703.4126586914062,313.8761291503906,527.3522338867189,5256.6630859375,378.8769836425781,,418.63421630859375,2364.8134765625,149.3168182373047,69.22098541259766,666.8444213867188,243.35885620117188,,99.03347778320312,58.14834213256836,,603.103271484375,391.5534057617188,206.29473876953125,172.8000030517578,,102.382568359375,504.7740173339844,288.7943420410156,857.681396484375,1341.4027099609375,637.8958129882812,2856.740234375,480.55999755859375,350.8395690917969,104.9348373413086,85.87740325927734,2510.337646484375,204.49473571777344,78.05963134765625,80.507080078125,173.08319091796875,79.84310913085938,,99.0,74.31576538085938,364.3614501953125,446.5392761230469,,68.86968994140625,64.5557861328125,234.0920562744141,,776.8657836914062,863.3032836914062,822.6242065429688,340.7808532714844,,496.6199645996094,68.70862579345703,372.6578369140625,1196.1678466796875,531.4525146484375,391.4330749511719,704.9716796875,2575.853759765625,178.36265563964844,,104.92325592041016,299.5680847167969,261.41998291015625,213.6048126220703,213.18667602539062,,211.2333526611328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
