,0,1,2,3,4,5,6,7,8,9
2014-05-30,0.731660300090977,0.6456636449869716,0.6423427144009332,0.5711119564304273,0.566882158299549,0.4861226304947236,0.4763346845575873,0.3940318379888118,0.3612428700270825,0.3481232650570936
2014-06-30,0.8950811349915814,0.8339417745781622,0.7739068257122335,0.6266275951907433,0.6157880085708182,0.5996188527707066,0.5885784815824289,0.5822424540918728,0.5709176500365535,0.5148837644004108
2014-07-31,1.1395754717589006,1.1119484607789891,0.9556213751210312,0.8959650717521568,0.8679638984028196,0.8667004497535707,0.7818653219928715,0.7220250710112809,0.7161594307886323,0.7130810768597744
2014-08-28,1.1412660484242128,1.1053746057288967,0.9678590057092636,0.8672384840327296,0.8660815610360569,0.8651913833713404,0.8182009900495559,0.8134302600261388,0.7928543553401239,0.7880094387844582
2014-09-30,1.245488722998097,1.1593373863643408,0.9072173974909843,0.7674073830046522,0.7400309142438627,0.7382342479619954,0.7219879902058784,0.7211009168571989,0.7070251539837644,0.702852414816983
2014-10-31,1.0205204243573325,0.911834973185401,0.8393493811655888,0.6496252180754274,0.6313071738137263,0.6293658848492316,0.624951425008442,0.6174188596738911,0.5951553649692426,0.5729953405340753
2014-11-28,1.011841286658263,0.9418504160138689,0.7814399589064477,0.7472684302301557,0.6929853835857762,0.6571949187468075,0.6525288591062686,0.6336576629502808,0.6334290328928541,0.6331678622838726
2014-12-31,1.0877755668588371,0.9604624674349548,0.7877043556616729,0.6782669791458987,0.6654781188916148,0.6574544761041765,0.6446358588105834,0.6359853238510162,0.6285403485486143,0.6266636299806555
2015-01-30,1.0105089487062626,0.9344134776864814,0.8550383985766592,0.8457032025536042,0.8154785066631608,0.8025182657428711,0.7997882825504499,0.7791847739044317,0.7790555937319655,0.7440913198424733
2015-02-27,1.0539563491534822,0.9977994145992773,0.9489674651149836,0.9346418804824199,0.9240889849548551,0.8522467331880615,0.8425546075087468,0.8352338308511704,0.7900715542747351,0.7280148921265084
