Date,Open,High,Low,Close,Adj Close,Volume
2014-01-23,6209.899902,6234.549805,6201.049805,6226.049805,6226.049805,1969300
2014-01-24,6186.750000,6212.600098,6142.549805,6144.549805,6144.549805,2269300
2014-01-27,6069.649902,6069.649902,6002.799805,6008.450195,6008.450195,2660500
2014-01-28,6005.350098,6035.850098,5963.399902,5999.100098,5999.100098,2804900
2014-01-29,6033.049805,6043.899902,5989.799805,5999.200195,5999.200195,2242300
2014-01-30,5946.700195,5950.600098,5902.899902,5943.000000,5943.000000,3394500
2014-01-31,5954.399902,5983.649902,5943.250000,5976.000000,5976.000000,2340900
2014-02-03,5948.850098,5963.700195,5886.799805,5893.500000,5893.500000,2051100
2014-02-04,5842.049805,5912.250000,5826.299805,5896.350098,5896.350098,2723900
2014-02-05,5901.049805,5924.950195,5864.250000,5919.200195,5919.200195,2408800
2014-02-06,5928.000000,5947.000000,5869.500000,5934.350098,5934.350098,2602100
2014-02-07,5973.250000,5975.500000,5927.850098,5958.250000,5958.250000,2508700
2014-02-10,5967.750000,5976.200195,5938.950195,5945.250000,5945.250000,1989700
2014-02-11,5962.350098,5973.200195,5944.950195,5953.250000,5953.250000,2125000
2014-02-12,5976.200195,5993.500000,5962.799805,5969.549805,5969.549805,2027600
2014-02-13,5972.950195,5978.450195,5877.549805,5887.450195,5887.450195,2075900
2014-02-14,5908.700195,5935.399902,5868.000000,5928.350098,5928.350098,2090800
2014-02-17,5937.850098,5956.100098,5918.399902,5949.500000,5949.500000,1666400
2014-02-18,5948.649902,6016.100098,5944.950195,6002.500000,6002.500000,1863500
2014-02-19,6007.250000,6033.750000,6003.350098,6027.549805,6027.549805,1459300
2014-02-20,6000.899902,6006.950195,5969.600098,5974.000000,5974.000000,1855000
2014-02-21,5990.350098,6037.500000,5990.350098,6034.000000,6034.000000,1728100
2014-02-24,6022.500000,6064.049805,6014.049805,6059.100098,6059.100098,1957600
2014-02-25,6078.399902,6090.799805,6052.200195,6072.299805,6072.299805,2022400
2014-02-26,6075.399902,6109.649902,6075.399902,6103.649902,6103.649902,2602500
2014-02-28,6098.200195,6151.899902,6098.200195,6146.299805,6146.299805,2789800
2014-03-03,6134.950195,6151.100098,6089.200195,6099.049805,6099.049805,2151400
2014-03-04,6095.750000,6174.649902,6095.750000,6171.600098,6171.600098,2518400
2014-03-05,6201.799805,6209.500000,6164.000000,6202.500000,6202.500000,2617100
2014-03-06,6218.750000,6278.549805,6215.399902,6273.850098,6273.850098,2828600
2014-03-07,6287.600098,6397.700195,6287.600098,6388.100098,6388.100098,4215400
2014-03-10,6355.500000,6423.299805,6355.500000,6402.000000,6402.000000,3486500
2014-03-11,6403.450195,6429.450195,6357.350098,6372.700195,6372.700195,3469900
2014-03-12,6359.649902,6405.750000,6351.149902,6377.500000,6377.500000,2446100
2014-03-13,6357.350098,6423.500000,6334.750000,6351.450195,6351.450195,2489200
2014-03-14,6310.700195,6374.049805,6294.450195,6362.299805,6362.299805,2571000
2014-03-18,6388.850098,6431.049805,6367.799805,6387.250000,6387.250000,2663900
2014-03-19,6402.549805,6412.750000,6379.000000,6397.799805,6397.799805,2611900
2014-03-20,6382.799805,6396.700195,6347.850098,6356.250000,6356.250000,2122400
2014-03-21,6386.799805,6393.950195,6362.950195,6370.000000,6370.000000,2625900
2014-03-22,null,null,null,null,null,null
2014-03-24,6392.149902,6458.750000,6392.149902,6453.649902,6453.649902,2243000
2014-03-25,6424.250000,6468.399902,6423.750000,6463.600098,6463.600098,2381500
2014-03-26,6488.399902,6497.500000,6452.000000,6474.450195,6474.450195,2729000
2014-03-27,6484.450195,6543.200195,6474.350098,6513.299805,6513.299805,4340500
2014-03-28,6543.500000,6584.899902,6524.100098,6578.299805,6578.299805,2942200
2014-03-31,6605.500000,6616.600098,6551.950195,6597.049805,6597.049805,3414500
2014-04-01,6622.600098,6622.600098,6563.399902,6608.149902,6608.149902,2631100
2014-04-02,6644.850098,6651.899902,6615.049805,6646.350098,6646.350098,2747800
2014-04-03,6660.350098,6662.649902,6587.149902,6625.049805,6625.049805,3058300
2014-04-04,6629.649902,6629.649902,6582.149902,6589.950195,6589.950195,2502400
2014-04-07,6590.750000,6619.000000,6543.700195,6591.100098,6591.100098,2215700
2014-04-09,6617.649902,6702.899902,6607.399902,6691.899902,6691.899902,2727100
2014-04-10,6698.950195,6724.100098,6679.350098,6703.450195,6703.450195,3465300
2014-04-11,6667.000000,6694.700195,6655.149902,6681.850098,6681.850098,2509200
2014-04-15,6696.049805,6712.549805,6611.450195,6628.750000,6628.750000,2195900
2014-04-16,6624.299805,6649.649902,6562.899902,6572.799805,6572.799805,2493500
2014-04-17,6593.450195,6676.100098,6584.000000,6673.649902,6673.649902,2340900
2014-04-21,6684.549805,6722.750000,6684.549805,6716.100098,6716.100098,2047300
2014-04-22,6722.950195,6736.350098,6707.350098,6715.850098,6715.850098,1998100
2014-04-23,6723.899902,6755.149902,6721.299805,6737.200195,6737.200195,3108900
2014-04-24,null,null,null,null,null,null
2014-04-25,6751.700195,6752.850098,6679.850098,6691.600098,6691.600098,2707800
2014-04-28,6689.549805,6698.100098,6661.549805,6674.899902,6674.899902,2341800
2014-04-29,6684.500000,6694.250000,6621.000000,6626.799805,6626.799805,2255500
2014-04-30,6636.700195,6688.200195,6556.049805,6598.549805,6598.549805,2905700
2014-05-02,6615.950195,6641.700195,6596.549805,6602.000000,6602.000000,1948000
2014-05-05,6590.750000,6644.100098,6590.750000,6605.350098,6605.350098,1918100
2014-05-06,6624.899902,6647.700195,6606.850098,6621.200195,6621.200195,1639700
2014-05-07,6616.100098,6626.200195,6553.350098,6561.950195,6561.950195,1947900
2014-05-08,6579.250000,6595.450195,6545.500000,6566.500000,6566.500000,1868700
2014-05-09,6560.750000,6766.200195,6558.899902,6756.100098,6756.100098,2911300
2014-05-12,6760.450195,6902.899902,6760.450195,6898.700195,6898.700195,2646900
2014-05-13,6960.850098,7055.950195,6952.899902,6999.450195,6999.450195,4034200
2014-05-14,7004.549805,7036.850098,6980.350098,7017.149902,7017.149902,3323700
2014-05-15,7020.950195,7062.200195,6987.399902,7024.049805,7024.049805,3197100
2014-05-16,7169.049805,7452.250000,7043.600098,7115.399902,7115.399902,6367300
