Date,ACC,ADANIENT,ADANIPORTS,AMBUJACEM,APOLLOHOSP,ASHOKLEY,ASIANPAINT,AXISBANK,BAJAJ-AUTO,BAJAJFINSV,BAJAJHLDNG,BANKBARODA,BANKINDIA,BHARATFORG,BHARTIARTL,BHEL,BOSCHLTD,BPCL,CANBK,CIPLA,COALINDIA,COLPAL,CONCOR,CUMMINSIND,DABUR,DIVISLAB,DLF,DRREDDY,EXIDEIND,FEDERALBNK,GAIL,GLAXO,GLENMARK,GODREJCP,GRASIM,GSKCONS,HCLTECH,HDFC,HDFCBANK,HEROMOTOCO,HINDALCO,HINDPETRO,HINDUNILVR,ICICIBANK,IDBI,IDEA,IDFC,INDHOTEL,INDUSINDBK,INFY,ITC,JINDALSTEL,JPASSOCIAT,JSWSTEEL,KOTAKBANK,LICHSGFIN,LT,LUPIN,M&M,MARUTI,MCDOWELL-N,MPHASIS,NMDC,NTPC,OFSS,ONGC,PETRONET,PFC,PNB,POWERGRID,RCOM,RECLTD,RELCAPITAL,RELIANCE,RELINFRA,RPOWER,SAIL,SBIN,SIEMENS,SRTRANSFIN,SUNPHARMA,TATACHEM,TATAMOTORS,TATAPOWER,TATASTEEL,TCS,TECHM,TITAN,UBL,ULTRACEMCO,UNIONBANK,YESBANK,ZEEL,M&MFIN,OIL,WIPRO,UPL,AUROPHARMA,MOTHERSUMI,EICHERMOT,IBULHSGFIN,BRITANNIA,MRF,VEDL,MARICO,SUNDARMFIN,IOC,ABB,BAJFINANCE,BEL,CADILAHC,CASTROLIND,EMAMILTD,HINDZINC,NHPC,PGHH,PIDILITIND,SHREECEM,TATAMTRDVR,TORNTPHARM,INDIGO,PEL,HAVELLS,ICICIPRULI,SUNTV,DMART,ABCAPITAL,GICRE,L&TFH,SBILIFE,BANDHANBNK,BIOCON,HDFCLIFE,ICICIGI,NIACL,HDFCAMC,PAGEIND,BERGEPAINT,NESTLEIND,ADANITRANS,ABBOTINDIA,IGL,NAUKRI,MUTHOOTFIN,SBICARD,ADANIGREEN,ALKEM,LTI,TATACONSUM,INDUSTOWER,JUBLFOOD
2015-06-30,0.051072046159893636,0.46061497711698907,0.29130500235535545,0.08301144277685621,0.2030426165325678,0.6716857604522009,0.28410444943383256,0.4222520092468446,0.021464969278025325,0.4926738481835948,0.06824585553301178,-0.07514843409400519,-0.42471737189435393,0.6827236660154721,0.24274335621249937,0.014308932672838776,0.5572531313934787,0.372375564974186,-0.2878319499475476,0.3999962384215298,0.0695851769132053,0.2970531088562599,0.4379544918844655,0.3690432821578096,0.3697086187788227,0.23442686443257055,-0.5921619586640445,0.3048789867956543,0.0719140595746507,0.09722569468680838,-0.16096488777864967,0.2549633206808563,0.43231696823412674,0.2474670079032671,0.06741279107743436,0.3314345470522301,0.3187377931446425,,0.24587637992754963,0.059445402827505656,-0.23335583814943756,0.5219490848470455,0.33436017825867687,0.1120196587167687,-0.4285714424772419,0.270684687287045,0.16766079154059604,-0.019889184555032732,0.42440889379831276,0.2251274644491135,0.006286904167203547,-0.9866839407995218,-1.4560276596040234,-0.2912448815539123,0.46067756312138675,0.24855540061796705,-0.018543533920743965,0.5619203532070045,0.09268771338123169,0.4438367975138133,0.41722765895558206,-0.12461975404083493,-0.2975969083969485,-0.11660057626208652,0.27847544869273394,-0.225050094269833,0.04430105386580383,-0.09025168486789945,-0.2558096190351585,0.046190351737128335,-0.7654165549423764,-0.16273129817203633,-0.4890389656041588,-0.1349801427176399,-0.6248740376557999,-0.7179090272262411,-0.341586057294654,0.04738899479928544,0.36538533784021393,-0.0899349263212684,0.34129829872712325,0.2554703854398412,0.12534710647066732,-0.35676196331098803,-0.45519128395377245,0.09295645509765985,0.039250364070263104,0.07562082348236758,0.3122871380584462,0.1416117977947258,-0.32857328400613495,0.49936191848518524,0.10525606839544424,-0.03444948078811267,-0.21254336471279311,0.04532822627498699,0.4936028605419754,0.6215737394228802,0.41378641196164045,0.863354150386238,0.5217416240279301,0.937247108783513,0.41958564772618245,-0.3850329303665337,0.5957512202182442,0.5141488725989865,0.05869021698305592,0.1782558773904092,0.7502489237903098,0.5191075902045816,0.5725368509639046,0.41398778939829173,0.8043613742212663,0.036993272682365325,-0.24668142856127556,0.40956035212634795,0.5342986498820994,0.4561343138934213,0.027962526531265974,0.5332493401769898,,0.3768066210162111,0.16203890615297067,,-0.13928249428071854,,,,-0.12307864603860964,,,-0.1416121397419253,,,,,0.8219800096099313,0.3925435694356699,0.3210726207709241,,0.6316707543743582,0.1343894536073082,0.19551848055073487,0.06220680911848234,,,,,-0.15195280431435287,0.6613744654547469,0.31410001141913524
2015-07-31,0.04591357997274305,-0.2950032288845821,0.17014270513144314,0.10782835959561383,0.26679972695143656,0.7604658440645783,0.191999211860856,0.3556914103387564,0.20253676517033803,0.4840036151264432,0.11938583482430208,-0.16769337694602598,-0.47095126258632536,0.3906849896419401,0.1280932026145651,0.09107585576598021,0.48865601561617916,0.4404553067066127,-0.328855233506114,0.3032344838597436,0.18982214700355984,0.27733141049036836,0.2594323395322503,0.3654618977116863,0.30956646896619033,0.24189010929731614,-0.5180653654553933,0.23688434194444652,-0.09439260024046552,0.22413241814723892,-0.09207892899300672,0.29388383844594196,0.41070946817229265,0.3919010890135393,0.07639061561072884,0.25323746181266715,0.1884169970524979,,0.2465135186470391,-0.006024662077570361,-0.5323452273556282,0.6407911238896569,0.3077519622905806,0.06272059594592741,-0.38437670105520105,0.11848874095533697,-0.030340872048665177,-0.031782815296771655,0.4445483588038359,0.17904033695682572,-0.10221359517216888,-1.1651907259327248,-1.6567322372773379,-0.3024902516151001,0.37437884157622314,0.44411391451717913,0.1804042749428666,0.467488232686544,0.06499869121741662,0.4705878472776361,0.36126354011195594,-0.1074640959954614,-0.3105398168787137,-0.03451810420826012,0.2620050029817348,-0.2164422112590145,0.03400273141937965,-0.018198566729635143,-0.2960972736761464,0.05846654905972779,-0.7768991384677543,-0.07604621425109208,-0.4575018947782681,0.005221397465627206,-0.6348945450784167,-0.7238850889586314,-0.33378117193452744,0.08688725428079867,0.43739004882077104,-0.04879309348647637,0.10227891848775061,0.21916623870968832,-0.017940115669124616,-0.27632301577426854,-0.5970814678609967,0.0019288744950300989,-0.11801565825549822,0.07142350639685778,0.28267804708728367,0.21230783963056213,-0.21740873478178985,0.45471206149523125,0.2355193582265261,0.1752116217022873,-0.21305640627214512,0.01274565050402829,0.49986511400296235,0.7168459423970336,0.35870521058374394,0.8380482530468302,0.48915022538660224,0.8779291296347381,0.38438150134873206,-0.5039648362090294,0.5719193803049515,0.5114702955507325,0.176990506980368,0.24433031803123373,0.9094072576952748,0.657188957943282,0.47603844614013924,0.2740269932164156,0.7722714196650168,0.06164712870148434,-0.12994341874851179,0.3905931914758538,0.3978890031547532,0.43043507335405773,-0.12020937167156764,0.569046091825252,,0.3573447331564596,0.17578074860332402,,-0.3562273106649204,,,,-0.03498688431870503,,,-0.008977407609527857,,,,,0.6385469518842489,0.26640984823374236,0.2206059242358262,,0.6174522510451651,0.12817921503167967,0.214190235551331,0.18278955351084655,,,,,-0.13480935930384985,0.5573813963358306,0.3896558047281311
2015-08-31,-0.05372902180687203,-0.4060802127831528,0.14207081298211396,0.11869820536566673,0.15198994552378456,0.8471707198791754,0.35502051882889535,0.3752012659178649,0.13120632743146468,0.5619259238395374,0.12172635656734486,0.04082442257241997,-0.5044088203423422,0.3781978902270323,0.1244311578625618,0.1534274519580539,0.5102797210737,0.31333862542799085,-0.27794094453709023,0.3213136564068984,0.26326487036117663,0.27196905883378975,0.22267070404863645,0.3843375508233368,0.2402208733260724,0.2260343829550107,-0.43247632278230996,0.329421132386407,-0.1032195986702118,0.1305968092299872,-0.22249549861748907,0.36572645219412186,0.34464855656986965,0.3377424687792842,0.08971941398337137,0.17468683408572994,0.2150715878822459,,0.28346966986908856,0.040654075371044256,-0.47454228239112667,0.6992964867994769,0.2349333213804681,-0.012148459186493675,-0.14421550353100562,0.07077667795951621,0.07294428901265412,-0.01987499416286916,0.5128222251761346,0.2026547009136599,-0.06625612635956829,-1.081590601098679,-1.577689174383091,-0.3898547934220962,0.2937121605591108,0.5004297063264143,0.15993600670622762,0.28159265095186825,-0.022113234190754245,0.44183420934493584,0.4352028119908459,-0.05869084358904354,-0.46020250710508853,-0.012029189711919864,0.2457338334455392,-0.438925293100836,0.05923008692087758,0.012996550746449356,-0.20282208277410593,0.10883953899352727,-0.49797748128814173,0.040049371379333974,-0.28520445338733885,0.014699963491227515,-0.5112844200578219,-0.5584427889497944,-0.3425238202800295,0.10553605602841973,0.6120192538865595,-0.003154500162450296,-0.03741973754432696,0.26724238118760474,-0.3025727164446942,-0.2179202584171465,-0.7026392275690974,0.010809585089047141,-0.09536503837029449,-0.10926059926708186,0.40232201043247423,0.21101946822617423,-0.1272065027461592,0.38127477032012264,0.3827704693181181,-0.0708374855445209,-0.33137857634971585,0.02902754272012668,0.5370531893653635,0.6225737814490039,0.3430769618532135,0.6734422280725396,0.7343207716854402,0.9366550636808442,0.5314778997041483,-0.7343678801230418,0.4874266846642542,0.5427293198862696,0.18248387263716317,0.34411988828546036,0.8054659186147434,0.6713897695355885,0.4587427002558489,0.3474562681884072,0.7033429684563454,-0.028215949599355455,-0.11236528055646135,0.1878481174247534,0.3141952305566954,0.369951587236845,-0.372034212302765,0.5582597783299795,,0.31102909729003286,-0.007607336693461297,,0.0011847923906611996,,,,0.07323909324479651,,,-0.004080870685728581,,,,,0.6587534848532798,0.23984134647985805,0.05970196391726224,,0.551868146525804,0.2629090885303687,0.09884028501141384,0.040444592270998884,,,,,-0.05453208055514478,0.5297687977895843,0.3460917753966183
2015-09-30,-0.028006144403344247,-0.5369538775239413,0.25054610968606417,-0.030888628610508034,0.1832159597015776,0.7928658957122506,0.304282820554915,0.3038981063752132,-0.03224872580472287,0.4723037069323627,0.15094492580764884,0.04612618780953882,-0.46237282105757516,0.3563765027866085,-0.12875616168950263,0.12404349614372846,0.43892244207811076,0.32420054100681456,-0.16920769480370257,0.08742206918688059,0.12454382527971415,0.1232021885255566,0.060024881435964975,0.5023006311517174,0.20902637598712948,0.28248291256949626,-0.29275929954556973,0.2922462266288589,-0.09449174542547792,-0.009186342902769965,-0.40665858729371274,0.20219088931315293,0.46993447111320835,0.3034993906260362,-0.02912300140097398,0.09003208909426924,0.14251815982862556,,0.17078881369743582,-0.15815761894512181,-0.6720008034527865,0.5593045155531206,0.161976275520587,-0.014159099980803471,0.011863077979421323,-0.06369599236351185,-0.020130495903749938,-0.11445682633914321,0.3266581430686522,0.17808000253924314,-0.10994792839064675,-0.9392667644466219,-1.0082983113285475,-0.21559660677374484,0.2526563645815035,0.3178199669270033,0.09457750858715915,0.3310088550085364,-0.09912403707417441,0.31387016387229544,0.3195427660581278,0.025266566316944333,-0.4442928672613684,-0.13046872907751594,0.18683525920391653,-0.5074094786162144,-0.05775303328490358,-0.01740949584108765,-0.1780735849217599,-0.030145612223083325,-0.4941307199309252,0.03704451392288471,-0.3700823847458745,-0.08822102995161875,-0.538886610169642,-0.628430928467967,-0.30794590876396327,0.02384777692674292,0.43126992949139015,-0.12581428106151618,0.04749799620527153,0.0059506268857463995,-0.37884328558086355,-0.2986972623460581,-0.6823369134254754,-0.0497093836085981,-0.17762529668523336,-0.1821097361966951,0.1824971507749517,0.09651242786184516,-0.020671199114111853,0.22035452855827328,0.20919596510682897,-0.07078486640934015,-0.2822703520594196,-0.021870395714709567,0.4001399477603795,0.4448999077710903,0.14606716715664367,0.46578711561490227,0.6707808193653702,0.7497497245537963,0.21305677590350022,-0.9953250996829296,0.2759306919721871,0.11518013223399745,0.13420362425014182,0.06776526952805283,0.6160094980104295,0.5340777131303556,0.3681279479060709,0.018926808935790244,0.5388700822280732,-0.22146472440781997,-0.15749658678584677,0.11708244697708522,0.36803225849222565,0.249456782392406,-0.37261451209211394,0.6214153625782952,,0.26138478603241194,-0.007404828785343158,,0.053065949989980814,,,,-0.02687296699183711,,,-0.10527433588667609,,,,,0.5861758033764184,0.12032022546232454,0.004476920572088074,,0.42166682474242423,0.12938135514776447,-0.1226240284408923,-0.1479711709338013,,,,,-0.27058927691588525,0.31933847882703725,0.3051153757615923
2015-10-31,-0.08794522435982804,-0.49222486197260695,0.04883852583686333,-0.1009044860385788,0.26084641596157765,0.6930784189798044,0.25332123157157005,0.12846903636852564,-0.10196025433090718,0.4827122574545094,0.14664250924650635,0.008001440887376778,-0.7165253663497233,0.1166904747634018,-0.16062820275114847,-0.2171874070388846,0.2665335994960741,0.18612758169866392,-0.32822132774417945,-0.044037796938404476,-0.06933185143030253,0.13718510572284542,0.10274493313594064,0.4130394774513451,0.20037978100123433,0.18314805812129623,0.11111853447195327,0.278258009147629,-0.007851064132838743,-0.0895829472463528,-0.5485215302207751,0.2295277057720105,0.38121180629122825,0.2344317645613139,0.009618900219466658,0.09848781014288688,0.2138936977047486,,0.166304446041586,-0.23544209354341164,-0.8245521604487361,0.40840404457413526,0.10895161575173422,-0.1680720095235947,0.12028981531585277,-0.08080652620919342,-0.06813903375040233,-0.1956929827191635,0.273305087540495,0.15241739947829427,-0.057422512056558496,-0.9812413629368673,-1.0140114903897566,-0.3379289597327522,0.14836714211420915,0.2717326839821538,-0.11117522953039938,0.3998648493734977,-0.02363867913319296,0.3453182725906105,0.11293701505090883,0.06275718313221845,-0.5457615151493194,-0.1726808473219431,0.19911133121007715,-0.5393022821107389,-0.09579276582598525,-0.17374741419625434,-0.3094601993308242,-0.08167338965642436,-0.44755383873213306,-0.0620266943150327,-0.20325068605402458,-0.13715108943533214,-0.5817654395956419,-0.574127954933433,-0.4535714689782104,-0.11822061147214658,0.4242672435483302,-0.020305231456525737,0.0268425430617691,-0.058851983194072595,-0.5740804965853158,-0.3508039241248495,-0.8060473800482486,0.005778270104172624,-0.10978243405393073,-0.2069205578701267,0.23423582951064997,0.05080168059784021,-0.21150721078280918,0.07428634355277079,0.13738395662621528,-0.19592504706071887,-0.36316512590701777,0.07974001788537094,0.283279864245418,0.46597916195748623,-0.19051002029945477,0.3345524621571732,0.6831362705697152,0.7053301328390423,0.29326828902657015,-1.0851310269292778,0.26857239665399585,0.12747552796081896,0.11603189207084905,-0.09509049334379427,0.6061488957105229,0.49915250797844885,0.4048082132390451,0.08522181019069493,0.3550488599463925,-0.18981728780877494,-0.18706036978386173,0.1461023258791786,0.32060219984966687,0.25587527299953305,-0.4376660111040155,0.5420900399784268,,0.09769100522855677,-0.11297025259242063,,0.13484376777300636,,,,-0.0258417627662641,,,0.00284639388591881,,,,,0.4046712233594027,0.10600667709084487,0.02251882903034609,,0.6134119008160659,0.1921091850559929,-0.052012428446234237,-0.1709859500578126,,,,,-0.20897120779392528,0.202198640696213,0.24176454823022034
2015-11-30,-0.047775991876517696,-0.3050332980920556,0.023623307530982626,-0.10516708741960641,0.1228529167328491,0.5881440057937998,0.11759093858203885,-0.0041173026866213975,-0.015176266345498257,0.5377295685673742,0.17043446856311592,-0.28286817241914386,-0.7607677722990822,-0.10921726024733737,-0.08550978776272322,-0.35068772587309033,0.0814907349431377,0.18059068220883243,-0.3633173404874323,0.0862823272613517,-0.05024625199724141,0.034512071183252446,-0.00784308415815357,0.22877292489721854,0.11583756445085103,0.29946887235260317,-0.23182804598054402,0.17663464640662707,-0.1003932910158464,-0.3204664522753347,-0.44849676778147995,0.1390472110788018,0.19243137488539874,0.28416655381498485,0.04986169459691829,0.0692198754969995,0.06741278446763338,,0.1462297653578778,-0.18705828217933104,-0.7143065805052127,0.2837408540708546,0.037142940327661654,-0.21937619383569334,0.17910461141855558,-0.12126072381794299,-0.24512236075020566,-0.1160444930424909,0.19906951458276742,0.06508940103162734,-0.061921922949942906,-0.5627300443371701,-0.7594203207322457,-0.26425754726305495,0.13496444076313874,0.13702923355512706,-0.1399888345452567,0.2685816093233903,-0.10254753216200142,0.2908256646872353,0.13962452109234388,0.19984355667454015,-0.2913872560233892,-0.051543091562264914,0.19362902072393748,-0.39969937524901583,-0.004551255798733386,-0.22491293006417634,-0.4883894187038041,-0.0877593132596813,-0.3127632284968524,-0.2660232607839106,-0.1880832167287243,-0.03373099968833562,-0.4068499260119497,-0.2941032873016584,-0.48451599596998624,-0.2918704124363542,0.38760005542967835,-0.12850921269150942,0.061000551778580624,-0.06307185098016281,-0.3156766865123547,-0.2833931367758561,-0.6231218189032031,-0.037607004906684505,-0.19043387602120418,-0.0514267057636219,0.18134326873092596,0.15287144451224852,-0.2767771282116578,0.076687400959937,0.07391225871317496,-0.3034330736126792,-0.3341276527168513,-0.0014322749514596046,0.2942510155014415,0.43018123910249506,-0.1430131234127812,0.2036626996705522,0.5112906474191443,0.6790801200573549,0.1709457624487925,-0.7921611854688484,0.18503876196714122,0.14313431916605254,0.1077271837240019,0.109020061114046,0.527628218213302,0.4821375002484484,0.3042802196222792,-0.06397406409358922,0.328666334010505,-0.010822546341095314,-0.08014151555563973,0.09126125018217258,0.20400537264106172,0.3127088688928667,-0.26699677261780946,0.41480098965738976,,0.16578801065249557,-0.22034192756654092,,0.24463913983552626,,,,-0.043637927752060525,,,0.007061517243401011,,,,,0.3953616345251015,0.12465086093477114,0.00015013361315059943,,0.4673926318069667,0.12393008312315544,-0.2467262305294714,-0.06928448851173473,,,,,-0.17317812496387933,0.2737951669710769,0.025740283030495997
2015-12-31,-0.020859841168878783,-0.47745917585173475,-0.17119850122982122,-0.1402645693359729,0.1638487906355241,0.6148555023655876,0.11684300176911386,-0.06153128875079059,0.038692910028848775,0.38620802976820234,0.22028812580021884,-0.16385013812735577,-0.8089956569830402,-0.09506701996321681,-0.047949033949420634,-0.4108557522761096,-0.03530706083887341,0.3594326147033087,-0.4672466158605494,0.029966112025424613,-0.0956307925068897,0.08709074635909668,0.04502208559116358,0.13484777580900323,0.16093345040582918,0.2990243333348072,-0.16655071834420151,-0.03748898573937812,-0.16962813019985115,-0.2409705945316334,-0.19338010645976503,0.048471679216039704,0.24439946223297923,0.24344394188717636,0.10700061094571707,0.007105783858426839,0.10671994134760075,,0.13197421522495506,-0.12942153803270462,-0.7016641991001569,0.45877784834196106,0.08485358328153336,-0.23821630498779928,0.2570256820328943,-0.07994794086621185,-0.33405202692682434,-0.29141041876206547,0.15735657608815534,0.1222728979606913,-0.04330224565250845,-0.5131332137163509,-0.6656405795394059,-0.133173254899266,0.09197643955966826,0.11539723669688302,-0.07353952413159086,0.23274290216416602,0.11025565173916237,0.3192848418463594,0.10839686050815814,0.2938811214867359,-0.380099461801011,-0.07502237916063642,0.17335405834098225,-0.3437074081657741,0.127757448454295,-0.3150868329842129,-0.3919681843859424,0.0019832384640038935,-0.054553144656886335,-0.3258779582451957,-0.0920771587642283,0.09333994058524392,-0.10321925635477124,-0.14172508081831095,-0.5613119672311968,-0.2139310838369942,0.3223268069299369,-0.22075350860074897,-0.12157149291547047,-0.03414702490770444,-0.14644586083941208,-0.1835974227521134,-0.5272958815166705,-0.054998097429547706,-0.1832922702706265,0.006187954663533818,0.12818493921605098,0.0485887171262872,-0.2820719565414939,0.0037786198529257487,0.07583473599947503,-0.3319736367300305,-0.3797905964840337,0.047142608089268664,0.19159444295940056,0.35878163453575124,-0.047097015601071775,0.10724020851180617,0.4653924136858505,0.468349679076224,0.02549452849107997,-0.8197343337084143,0.27271753617327704,0.1257282638715363,0.25220499771618293,-0.09308151806780667,0.4674586264518293,0.2514889795953269,0.22271193803149167,-0.11182209402765146,0.16764689696443832,-0.14537666303861027,0.05786083557307917,0.014327046708805994,0.032251650612058785,0.1757316779401955,-0.11644355542629217,0.2494801047555524,,0.15253805422308353,0.04757477546404658,,0.0892791082604216,,,,0.0005088271513421902,,,0.09177757506244975,,,,,0.12413675734990667,0.09468050921884644,-0.08201855662940388,,0.3230793203565518,0.07775306370344079,0.06031022394883806,-0.026888861276579766,,,,,-0.07660033538538472,0.1557170902515262,0.11430426041752184
2016-01-31,-0.11768617510102093,-0.7199953857120138,-0.2647295757514259,-0.20299616237721643,0.11446161771598301,0.29805346642120345,0.037998872191262335,-0.2616421276731143,0.076640856757452,0.3182016426404481,0.18775114439437204,-0.18682129412521692,-0.8124566699457054,-0.14142435021390734,-0.08785134493695386,-0.5400802017485765,-0.24161683522454236,0.20115831219180588,-0.6083069288412783,-0.06560258513545973,-0.03611282768783952,0.047922658631457817,-0.054351989401666204,0.15346395834009183,0.08504718247130046,0.29194945873671607,-0.3667219880572865,-0.033941916103857286,-0.22382146262603683,-0.22092402058706426,-0.10951078938543105,-0.004365531466487712,0.2503346139484096,0.222573220855721,-0.02700085670037019,0.13912137483148615,-0.02677464056681698,,0.011933729654953257,-0.0504922096299988,-0.4861673872983453,0.27026715956112757,-0.05899479491110057,-0.30513531842396535,0.23813216883405655,-0.07096468430404118,-0.5200867784214673,-0.03575559483200165,0.11170217717589916,0.05586485712996772,-0.09736382327276506,-0.49975150638973365,-0.8751185413178922,0.06724026786937046,0.08611072955847174,0.0734652023340411,-0.27746269640262855,0.15147370674501523,0.015074732788696577,0.24278716391561694,-0.14300730418716098,0.35623637781327827,-0.4119271786999321,0.038295035950748464,0.13937604406113316,-0.3406395574572696,0.3644062849918953,-0.3208689162971226,-0.4692066598475389,-0.03227649886535112,0.10315962213240196,-0.3503870469916431,-0.07319645207122513,0.11460331886961524,0.09128697267206036,-0.11583251231158087,-0.43947717486178933,-0.3069816577036082,0.14157709371611446,-0.2746634766894758,-0.10910835788626708,-0.1238847018079392,-0.39172489141937794,-0.2700376838130211,-0.37844239255754397,-0.0004393947005266105,-0.3064223332244235,-0.20884181742092714,-0.027448011722595547,-0.11874960471911243,-0.3001288994486939,-0.16216146243827567,0.1552662479478798,-0.04380911917018514,-0.2898556686112002,-0.06763601878679926,0.18295117059315547,0.34327251737646214,-0.01978892301158152,0.03813478584661964,0.2643982698907155,0.4568098327976968,-0.002762410891555485,-0.7566756123740574,0.23459032624476103,-0.08440728461250471,0.22686671141500755,-0.13868536315982496,0.3980141255409508,0.21473699808096655,0.006039071428794284,-0.05529616964762451,0.08570787841429832,-0.1524096858096363,0.11363301949874878,-0.1017637991782637,-0.027406682540302,0.04826950759949085,-0.22937947074969586,0.28711321358121433,,0.20793943206006468,0.17512609543000823,,0.0779813596263468,,,,-0.043589128151383535,,,0.232845424043311,,,,,0.13123149572383042,0.16641743313767793,-0.19272943506038825,,0.4203025474303587,0.1427988054993996,0.0081476961106758,-0.12707487245024987,,,,,-0.06567907119568835,0.1827536195261795,0.0668531690901925
2016-02-29,-0.2804100008362692,-0.9809811770848434,-0.4862338067638985,-0.3215900192257688,0.12763514477858753,0.2991086883956274,0.08323237958005858,-0.3203676313331098,0.10491942432786351,0.27028871745840466,0.08438314978374421,-0.3443565317007866,-0.8264879627852555,-0.4004202637160927,-0.19766472902165533,-0.6664894768125986,-0.41518664848065273,0.2082723398237258,-0.7087540839415968,-0.132471058956097,-0.1574904499108104,-0.10175721605738997,-0.26624788608118016,0.04638316837667492,-0.048874577214629504,0.304917293588966,-0.4666502513347037,-0.048732877300438494,-0.3900939818284134,-0.4168428766319091,-0.08769524989811056,0.061428017260902405,-0.008478783437191193,0.07008549552942796,-0.09175300653735978,0.01844030659101833,-0.13233041541208118,,0.0035431458102129962,-0.029653454183560156,-0.7751556421057745,0.3282489653286284,-0.06369421095080492,-0.35909480301128077,-0.23666976339125853,-0.40151433839263556,-0.6960520195797426,-0.014190986182384319,0.07595454998211502,0.05208021221810479,-0.186834548982278,-1.105081532441957,-1.0681917201006048,0.0586181094292009,0.022470841276605247,-0.03024221916211003,-0.4577184645257901,-0.011537790149969447,-0.028237367721770566,0.13379055236453255,-0.318272892241851,0.21227240721385127,-0.5587972121230991,-0.09131264166390703,0.15528758942949708,-0.32817629912081536,0.301947795540667,-0.44459048251004546,-0.5737672156854815,-0.045571784506865956,-0.11608321098151356,-0.5395228420930687,-0.15192048910084335,0.20234949478918565,0.01916770905396818,-0.21318243692353298,-0.49205146498743424,-0.49850312303183864,-0.2588901748889645,-0.3046368234895129,-0.0034633723103299034,-0.25718588756127553,-0.5241758451724806,-0.35606453493036866,-0.31058281750704986,-0.08701774058146539,-0.33453214209988896,-0.17323998745597313,-0.265316140484378,-0.09291512279232618,-0.25140416175852326,-0.08414070112860798,0.19178797010544685,-0.16430161359726378,-0.2910746969063027,-0.12911803320663523,0.05003533570185586,0.48143713138356736,-0.132248385051988,0.04890596889145505,0.14967642733798728,0.26085335824246586,-0.14523038168552035,-1.0605302945134059,0.2187669585425933,-0.10012440762016506,0.20375338979089164,-0.3698559982903881,0.3704874706076449,-0.01382990228919136,-0.0013551589756376707,-0.07911027693620909,0.05177901575453906,-0.07068738626644558,0.010025488570008522,-0.22680437790611865,0.025251724621706356,-0.04076451067839689,-0.30189591774684177,0.2982978933035105,,0.11375603384993488,0.09045913976330369,,-0.10292952807896703,,,,-0.12882091373057036,,,0.1574783425209995,,,,,0.04687961937479494,0.1670034922518878,-0.2397997447234647,,0.30102291184936647,0.25524585972717484,-0.024561699929114982,-0.09963285062999414,,,,,-0.19357302736622278,-0.0030728905878966515,-0.26341097853273493
2016-03-31,-0.2568455336844756,-1.051119205138733,-0.4459069649769692,-0.3000889145067911,0.07119397041112673,0.18574368714845357,0.05036336870826232,-0.3913606422668044,0.1072255705358357,0.13159736657750878,0.061843708027956294,-0.19213720474119747,-0.8274187305387115,-0.5290259437545808,-0.2149336490708905,-0.9489169959961621,-0.4146442740998427,-0.012406766722298606,-0.8073226156053086,-0.32339441581299605,-0.1543343282670632,-0.1938848177277342,-0.3018866880919612,-0.07017791065288548,-0.10574648495536594,0.07282883345089212,-0.5612040562620173,-0.1335469421739662,-0.3140108855596053,-0.3406245983584301,-0.22150760631034844,-0.06319017076688462,-0.06442539433081092,0.13713955858555488,-0.07802739675259704,-0.1156127670882921,-0.16415342512606862,0.275216318088927,-0.043511910475180375,-0.04326639796545791,-0.6157115686537585,0.1036158640950766,-0.03185492786157075,-0.48982085700033684,-0.18175710899297925,-0.5635519451400346,-0.7420510727605153,-0.17482198994702416,-0.0610790473387707,0.0012909930636957792,-0.0774518310188642,-1.0771603528383886,-1.2578159785284813,0.22991997962412966,-0.04006321740870841,-0.02704282089536991,-0.4586806667959116,-0.1311482065461981,0.042725799518377655,-0.12715223088476219,-0.32192029814589124,0.12710310342693965,-0.33829917205983745,-0.17817005201772734,0.032051377859186075,-0.43591989320297647,0.3266837491371413,-0.4971401773415671,-0.6849344071090532,-0.09439709296789765,-0.13534134786976212,-0.6748264371208845,-0.24616377606109766,0.16879251135083043,-0.03338914475775995,-0.21819578164601672,-0.6539757082794931,-0.5075602661552642,-0.34427590115139,-0.3137418020605575,-0.17823049111858108,-0.3339607097530244,-0.5968309832019538,-0.2795263461584899,-0.21131291591786966,-0.13943052674308817,-0.4038097246428585,-0.20538943652870564,-0.21860172660009414,-0.035782904788803464,-0.3393663358854051,-0.15852530356262204,0.0920975509560621,-0.19945947465777286,-0.3401384397678372,-0.1680596658408905,-0.13760752905127768,0.07403804602353689,-0.4101092661423707,0.17236235050700804,0.08374521749471835,0.24997642048976812,-0.17431787424954248,-0.9402586302481123,0.21600294484794194,-0.21268703179390006,0.028573343228744674,-0.2151675537513116,0.3707742853165279,-0.07306092504184208,-0.09552885169786225,-0.2374171565259445,-0.014875783190045278,0.014870774682775202,0.0862527192612269,-0.21974656626201255,-0.017157188166472555,-0.07372305677565051,-0.3482438494107105,0.10486467697654954,,0.06366693304166904,-0.09382804703883126,,-0.2981589383642893,,,,-0.19648066475849696,,,0.010779289451679304,,,,,-0.3227104151032522,0.07814834600151353,-0.32079590159444515,,0.19850572338101738,0.2052129461757363,-0.17849264838646775,-0.14028410567130256,,,,,-0.3461874652839803,-0.06158138275433126,-0.39453703592859346
